uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,environment,category
WOS:000078993200006,Effect of sludge retention time (SRT) on nutrient removal in sequencing batch reactors,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,2,34,317-328,NA,1999,"Furumai, H | Kazmi, AA | Furuya, Y | Sasaki, K",activated sludge | biological nutrient removal | sequencing batch reactor,NA,NA,173RH,1093-4529,NA,wwt,wwt
WOS:000342314700013,Effect of different carbon sources on the biological phosphorus removal by a sequencing batch reactor using pressurized pure oxygen,BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,3,28,471-477,NA,2014,"Wei, Jie | Imai, Tsuyoshi | Higuchi, Takaya | Arfarita, Novi | Yamamoto, Koichi | Sekine, Masahiko | Kanno, Ariyo",pressurized pure oxygen sequencing batch reactor (POSBR) | polyphosphate-accumulating organisms (PAOs) | carbon source | biological phosphorus removal,10.1080/13102818.2014.924200,NA,AP8FQ,1310-2818,NA,wwt,wwt
WOS:A1991EN77300018,ENHANCED NUTRIENT REMOVAL IN POROUS BIOMASS CARRIER SEQUENCING BATCH REACTOR (PBCSBR),WATER SCIENCE AND TECHNOLOGY,4-6,23,719-728,NA,1991,"SHIN, HS | PARK, HS",SBR | POROUS BIOMASS CARRIER SEQUENCING BATCH REACTOR(PBCSBR) | NITRIFICATION | DENITRIFICATION | PHOSPHORUS RELEASE | PHOSPHORUS UPTAKE,NA,NA,EN773,0273-1223,NA,wwt,wwt
WOS:000301747500023,Phosphorus removal characteristics of granular and flocculent sludge in SBR,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,1,94,231-236,APR,2012,"Li, Xing | Gao, Dawen | Liang, Hong | Liu, Lin | Fu, Yuan",Granular sludge | Flocculent sludge | Phosphorus removal | Sequencing batch reactors | Wastewater treatment,10.1007/s00253-011-3593-8,NA,911VK,0175-7598,NA,wwt,wwt
WOS:000292377700009,Effect of Feeding Strategy on the Performance of Sequencing Batch Reactor with Dual Anoxic Feedings for Swine Wastewater Treatment,WATER ENVIRONMENT RESEARCH,7,83,643-649,JUL,2011,"Han, Zhiying | Zhu, Jun | Ding, Ying | Wu, Weixiang | Chen, Yingxu | Zhang, Rui | Wang, Liang",feeding ratio | sequencing batch reactor | dual anoxic feedings | swine wastewater,10.2175/106143010X12851009156880,NA,787LM,1061-4303,NA,wwt,wwt
WOS:000292409500008,CHARACTERISTICS OF NUTRIENT REMOVAL FROM SYNTHETIC WASTEWATER WITH DIFFERENT ORGANIC SUBSTRATES,ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,5,10,649-654,MAY,2011,"Wu, Guangxue | Guan, Yuntao | Zhan, Xinmin",carbon metabolism | enhanced biological phosphorus removal | nitrite accumulation | nutrient removal | phosphate precipitation,NA,NA,787XH,1582-9596,NA,wwt,wwt
WOS:000358126500023,Biological nutrient removal in a sequencing batch membrane bioreactor treating municipal wastewater,DESALINATION AND WATER TREATMENT,6,55,1654-1661,AUG 7,2015,"Belli, T. J. | Bernardelli, J. K. B. | Amaral, P. A. P. | Costa, R. E. | Amaral, M. C. S. | Lapolli, F. R.",PAO and GAO | Wastewater treatment | Membrane sequencing batch bioreactor | Nutrient removal,10.1080/19443994.2014.952961,NA,CN0TL,1944-3994,NA,wwt,wwt
WOS:000504672800007,A novel micro-ferrous dosing strategy for enhancing biological phosphorus removal from municipal wastewater,SCIENCE OF THE TOTAL ENVIRONMENT,NA,704,,FEB 20,2020,"Ji, Bin | Zhu, Lin | Wang, Siyu | Qin, Hui | Ma, Yingqun | Liu, Yu",Enhanced biological phosphorus removal | Chemical phosphorus removal | Ferrous salt | Micro-dosing | Phosphate accumulating organisms | Phosphorus releasing rate,10.1016/j.scitotenv.2019.135453,NA,JY8QK,0048-9697,NA,wwt,wwt
WOS:000298273600015,Enhancing aerobic granulation for biological nutrient removal from domestic wastewater,BIORESOURCE TECHNOLOGY,1,103,101-108,JAN,2012,"Coma, M. | Verawaty, M. | Pijuan, M. | Yuan, Z. | Bond, P. L.",Aerobic granular sludge | Biological nutrient removal | Domestic wastewater | Nitrite inhibition | Seed sludge,10.1016/j.biortech.2011.10.014,NA,864XK,0960-8524,NA,wwt,wwt
WOS:000300304100001,An Observation on Sludge Granulation in an Enhanced Biological Phosphorus Removal Process,WATER ENVIRONMENT RESEARCH,1,84,3-8,JAN,2012,"Ong, Ying Hui | Chua, Adeline Seak May | Lee, Boon Pin | Ngoh, Gek Cheng | Hashim, Mohd Ali",Enhanced biological phosphorus removal | sequencing batch reactor | polyphosphate accumulating organisms | sludge granules | Candidatus Accumulibacter phosphatis,10.2175/106143011X13184219229335,NA,892RU,1061-4303,NA,wwt,wwt
WOS:000366662900033,Pre-processing of raw wastewater in a septic tank leads to phosphorus removal by phosphine production in a sequencing batch biofilm reactor (SBBR),DESALINATION AND WATER TREATMENT,2,57,810-818,JAN 8,2016,"Yang, Zhi | Zhou, Jian | Li, Jingjing | Han, Yi | He, Qiang",Denaturing gradient gel electrophoresis | Inoculum source | Matrix-bound phosphine | Phosphate reduction | Sequencing batch biofilm reactor,10.1080/19443994.2014.969317,NA,CY8MO,1944-3994,NA,wwt,wwt
WOS:000410545300144,Enhanced nitrogen and phosphorus removal from municipal wastewater in an anaerobic-aerobic-anoxic sequencing batch reactor with sludge fermentation products as carbon source,BIORESOURCE TECHNOLOGY,NA,244,1158-1165,NOV,2017,"Liu, Jinjin | Yuan, Yue | Li, Baikun | Zhang, Qiong | Wu, Lei | Li, Xiyao | Peng, Yongzhen",Nitrogen and phosphorus removal | Municipal wastewater | Low carbon/nitrogen ratio | Anaerobic-aerobic-anoxic sequencing batch reactor | Sludge fermentation products,10.1016/j.biortech.2017.08.055,NA,FG6YD,0960-8524,NA,wwt,wwt
WOS:000169335000002,Evaluation of Activated Sludge Model No.2 at high phosphorus concentrations,ENVIRONMENTAL TECHNOLOGY,5,22,497-507,MAY,2001,"Seco, A | Ferrer, J | Serralta, J | Manga, J | Munoz, M",Activated Sludge Model No. 2 (ASM2) | enhanced biological phosphorus removal (EBPR) | phosphorus precipitation | nutrient removal | phosphorus accumulating organisms (PAOs),NA,NA,443HD,0959-3330,NA,wwt,wwt
WOS:000277732700002,"Nutrient removal, microbial community and sludge settlement in anaerobic/aerobic sequencing batch reactors without enhanced biological phosphorus removal",WATER SCIENCE AND TECHNOLOGY,10,61,2433-2441,NA,2010,"Wu, Guangxue | Rodgers, Michael",enhanced biological phosphorus removal | extracellular polymeric substances | phosphorus precipitation | sludge settlement | Zoogloea sp.,10.2166/wst.2010.079,NA,597CF,0273-1223,NA,wwt,wwt
WOS:000447112600003,Combining partial nitrification and post endogenous denitrification in an EBPR system for deep-level nutrient removal from low carbon/nitrogen (C/N) domestic wastewater,CHEMOSPHERE,NA,210,19-28,NOV,2018,"Zhao, Ji | Wang, Xiaoxia | Li, Xiyao | Jia, Shuyuan | Peng, Yongzhen",Partial nitrification | Post endogenous denitrification (PED) | Enhanced biological phosphorus removal (EBPR) | Phosphorus accumulating organisms (PAOs) | Glycogen accumulating organisms (GAOs),10.1016/j.chemosphere.2018.06.135,NA,GW6ZC,0045-6535,NA,wwt,wwt
WOS:A1997WE18000011,The influence of different substrates on enhanced biological phosphorus removal in a sequencing batch reactor,WATER SCIENCE AND TECHNOLOGY,1,35,75-80,NA,1997,"Tasli, R | Artan, N | Orhon, D",enhanced biological phosphorus removal | phosphorus release | readily biodegradable substrate | sequencing batch reactor | substrate composition,NA,NA,WE180,0273-1223,NA,wwt,wwt
WOS:000224952400026,BICT biological process for nitrogen and phosphorus removal,WATER SCIENCE AND TECHNOLOGY,6,50,179-188,NA,2004,"Huang, Y | Li, Y | Pan, Y",attached-film | BICT | denitrification | nitrification | phosphorus removal | sequencing batch reactor,NA,NA,868ZR,0273-1223,NA,wwt,wwt
WOS:A1997WE18000019,Use of a new anaerobic-aerobic sequencing batch reactor system to enhance biological phosphorus removal,WATER SCIENCE AND TECHNOLOGY,1,35,137-144,NA,1997,"Danesh, S | Oleszkiewicz, JA",fermentation | nutrients | phosphorus | sequencing batch reactors | biological treatment | wastewater,NA,NA,WE180,0273-1223,NA,wwt,wwt
WOS:000171781800016,Enhanced phosphorus removal by glucose fed sequencing batch reactor,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,9,36,1757-1766,NA,2001,"Akin, BS | Ugurlu, A",enhanced biological phosphorus removal (EBPR) | glucose | phosphorus | sequencing batch reactor (SBR),NA,NA,485UE,1093-4529,NA,wwt,wwt
WOS:000222215200006,Effects of pH and substrate on the competition between glycogen and phosphorus accumulating organisms,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,7,39,1695-1704,NA,2004,"Cokgor, EU | Yagci, NO | Randall, CW | Artan, N | Orhon, D",biological phosphorus removal | phosphate accumulating organism | glycogen accumulating organism,10.1081/ESE-120037870,NA,831SA,1093-4529,NA,wwt,wwt
WOS:000327911700007,A novel post denitrification configuration for phosphorus recovery using polyphosphate accumulating organisms,WATER RESEARCH,17,47,6488-6495,NOV 1,2013,"Wong, Pan Yu | Cheng, Ka Yu | Kaksonen, Anna H. | Sutton, David C. | Ginige, Maneesha P.",Phosphorus removal | Phosphorus recovery | Enhanced biological phosphorus removal | Polyphosphate accumulating organisms | Denitrifying polyphosphate accumulating organisms | Wastewater treatment | Post denitrification,10.1016/j.watres.2013.08.023,NA,264WM,0043-1354,NA,wwt,wwt
WOS:000239589400017,Recovery of polyhydroxyalkanoate from activated sludge in an enhanced biological phosphorus removal bench-scale reactor,WATER ENVIRONMENT RESEARCH,7,78,770-775,JUL,2006,"Perez-Feito, Rafael | Noguera, Daniel R.",polyhydroxyalkanoate | activated sludge | biological phosphorus removal | biodegradable plastics | sequencing batch reactor | beneficial reuse,10.2175/106143006X99803,NA,071HE,1061-4303,NA,wwt,wwt
WOS:000187208400008,Characterization of enhanced biological phosphorus release and removal by activated sludge,ACTA CHIMICA SLOVENICA,4,50,697-714,NA,2003,"Hrenovic, J | Orhan, Y | Buyukgungor, H",bioaugmentation | phosphorus | wastewater,NA,NA,753AG,1318-0207,NA,wwt,wwt
WOS:000363036100057,Enhanced biological nitrogen and phosphorus removal using sequencing batch membrane-aerated biofilm reactor,CHEMICAL ENGINEERING SCIENCE,NA,135,559-565,OCT 2,2015,"Sun, Linquan | Wang, Ziyi | Wei, Xin | Li, Peng | Zhang, Huimin | Li, Mei | Li, Baoan | Wang, Shichang",MABR | Biological nitrogen removal | Biological phosphorus removal | Sequencing batch | Intermittent aeration | Periodic backwashing,10.1016/j.ces.2015.07.033,NA,CT8AC,0009-2509,NA,wwt,wwt
WOS:000282197200015,Enhanced nutrient removal in a modified step feed process treating municipal wastewater with different inflow distribution ratios and nutrient ratios,BIORESOURCE TECHNOLOGY,23,101,9012-9019,DEC,2010,"Ge, Shijian | Peng, Yongzhen | Wang, Shuying | Guo, Jianhua | Ma, Bin | Zhang, Liang | Cao, Xu",Step feed | Inflow distribution ratios | Nutrient ratios | Simultaneous nitrification and denitrification (SND) | Denitrifying phosphorus removal,10.1016/j.biortech.2010.06.151,NA,654UV,0960-8524,NA,wwt,wwt
WOS:000275766400016,Enhanced biological phosphorus removal by granular sludge: From macro- to micro-scale,WATER RESEARCH,3,44,807-814,FEB,2010,"Wu, Chang-Yong | Peng, Yong-Zhen | Wang, Shu-Ying | Ma, Yong",Granule | Enhanced biological phosphorus removal | Structure | Porosity,10.1016/j.watres.2009.10.028,NA,571PJ,0043-1354,NA,wwt,wwt
WOS:000253250900044,Enhanced biological phosphorus removal for high-strength wastewater with a low rbCOD : P ratio,BIORESOURCE TECHNOLOGY,5,99,1236-1241,MAR,2008,"Broughton, Alistair | Pratt, Steven | Shilton, Andy",COD : P | dairy | EBPR | enhanced biological phosphorus removal | wastewater,10.1016/j.biortech.2007.02.013,NA,263XX,0960-8524,NA,wwt,wwt
WOS:000379797800008,"FEASIBILITY OF WASTEWATER TREATMENT PLANT UPGRADE BY ENHANCED BIOLOGICAL PHOSPHORUS REMOVAL: CASE STUDY KOPRIVNICA, CROATIA",FRESENIUS ENVIRONMENTAL BULLETIN,6,25,1811-1819,NA,2016,"Sikic, Tanja | Curko, Josip | Crnek, Vlado | Horvat, Sanja | Matosic, Marin",batch tests | biological phosphorus removal | municipal wastewater treatment | sludge characterisation,NA,NA,DR3IV,1018-4619,NA,wwt,wwt
WOS:000235727700016,Integration of nitrification and denitrifying dephosphatation in airlift loop sequencing batch biofilm reactor,PROCESS BIOCHEMISTRY,3,41,599-608,MAR,2006,"Zhang, ZY | Zhou, JT | Wang, J | Guo, HY | Tong, JA",biological nitrogen removal | biological phosphorus removal | nitrification | denitrifying dephosphatation | airlift loop | sequencing batch biofilm reactor,10.1016/j.procbio.2005.08.005,NA,017XX,1359-5113,NA,wwt,wwt
WOS:000239498100031,Applicability of experience from laboratory reactors with biological phosphorus removal in full-scale plants,WATER SCIENCE AND TECHNOLOGY,1,54,267-275,NA,2006,"Tykesson, E. | Blackall, L. L. | Kong, Y. | Nielsen, P. H. | Jansen, J. la Cour",acetate | enhanced biological phosphorus removal | glycogen-accumulating organisms | polyphosphate-accumulating organisms | propionate | wastewater,10.2166/wst.2006.395,NA,070CO,0273-1223,NA,wwt,wwt
WOS:000270333100014,Anoxic phosphorus removal in a pilot scale anaerobic-anoxic oxidation ditch process,FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING IN CHINA,1,3,106-111,MAR,2009,"Hou, Hongxun | Wang, Shuying | Peng, Yongzhen | Yuan, Zhiguo | Yin, Fangfang | Gan, Wang",wastewater treatment | anaerobic-anoxic (A(2)/O) | oxidation ditch (OD) | biological phosphorus removal | denitrifying phosphorus removal,10.1007/s11783-009-0005-8,NA,500VG,1673-7415,NA,wwt,wwt
WOS:000294277100010,Assessment of a bioaugmentation strategy with polyphosphate accumulating organisms in a nitrification/denitrification sequencing batch reactor,BIORESOURCE TECHNOLOGY,17,102,7678-7684,SEP,2011,"Taya, Carlota | Guisasola, Albert | Baeza, Juan A.",Activated sludge | Bioaugmentation | Enhanced biological phosphorus removal (EBPR) | Nitrogen removal | Polyphosphate accumulating organisms (PAO),10.1016/j.biortech.2011.05.041,NA,812FS,0960-8524,NA,wwt,wwt
WOS:000071620800016,Temperature response of biological phosphorus-removing activated sludge,JOURNAL OF ENVIRONMENTAL ENGINEERING-ASCE,2,124,192-196,FEB,1998,"Kumar, P | Mehrotra, I | Viraraghavan, T",,NA,NA,YT575,0733-9372,NA,wwt,wwt
WOS:000168506200005,Effect of operating parameters on anoxic biological phosphorus removal in anaerobic anoxic sequencing batch reactor,ENVIRONMENTAL TECHNOLOGY,4,22,397-408,APR,2001,"Merzouki, M | Bernet, N | Delgenes, JP | Moletta, R | Benlemlih, M",activated sludge | biological phosphorus removal | polyphosphate | sequencing batch reactor | sludge retention time,NA,NA,429FW,0959-3330,NA,wwt,wwt
WOS:000326732700004,EFFECT OF AERATION RATE ON DOMESTIC WASTEWATER TREATMENT USING AN INTERMITTENTLY AERATED SEQUENCING BATCH REACTOR (IASBR) TECHNOLOGY,ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,7,12,1329-1334,JUL,2013,"Henry, Liam G. | Xiao, Liwen | Zhan, Xinmin",aeration | denitrification | EBPR | IASBR | nitrification,NA,NA,248VI,1582-9596,NA,wwt,wwt
WOS:000367951400021,A novel scheme for denitrifying biological phosphorus removal via nitrite from nutrient-rich anaerobic effluents in a short-cut sequencing batch reactor,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,1,91,190-197,JAN,2016,"Frison, Nicola | Katsou, Evina | Malamis, Simos | Fatone, Francesco",biological phosphorus removal | reject water | best available carbon source | sequencing batch reactor,10.1002/jctb.4561,NA,DA6YI,0268-2575,NA,wwt,wwt
WOS:000291378800004,Effect of nitrite from nitritation on biological phosphorus removal in a sequencing batch reactor treating domestic wastewater,BIORESOURCE TECHNOLOGY,12,102,6657-6664,JUN,2011,"Zeng, Wei | Yang, Yingying | Li, Lei | Wang, Xiangdong | Peng, Yongzhen",Nitrite | Nitritation | Phosphate accumulating organisms (PAOs) | Enhanced biological phosphorus removal (EBPR) | Domestic wastewater,10.1016/j.biortech.2011.03.091,NA,774IL,0960-8524,NA,wwt,wwt
WOS:A1997WE18000021,The effect of volatile fatty acids on enhanced biological phosphorus removal and population structure in anaerobic/aerobic sequencing batch reactors,WATER SCIENCE AND TECHNOLOGY,1,35,153-160,NA,1997,"Randall, AA | Benefield, LD | Hill, WE | Nicol, JP | Boman, GK | Jing, SR",chaotic behavior | enhanced biological phosphorus removal (EBPR) | fractal analysis | poly-P bacteria | polyphosphate (PPn) | population dynamics | Pseudomonas | sequencing batch reactor (SBR),NA,NA,WE180,0273-1223,NA,wwt,wwt
WOS:000283996900010,Selection and enrichment of denitrifying phosphorus accumulating organisms in activated sludge,DESALINATION AND WATER TREATMENT,1-3,22,72-77,OCT,2010,"Yuan, Qiuyan | Oleszkiewicz, Jan",Biological phosphorus removal | Denitrifying phosphorus accumulating organisms | Anoxic phosphate uptake | Microbial selection | Microbial enrichment,10.5004/dwt.2010.1591,NA,677MQ,1944-3994,NA,wwt,wwt
WOS:000458228300030,Long-term stability of an enhanced biological phosphorus removal system in a phosphorus recovery scenario,JOURNAL OF CLEANER PRODUCTION,NA,214,308-318,MAR 20,2019,"Guisasola, Albert | Chan, Carlos | Larriba, Oriol | Lippo, Daniela | Eugenia Suarez-Ojeda, Maria | Antonio Baeza, Juan",Enhanced biological phosphorus removal (EBPR) | Phosphorus recovery | Methane | Sequencing batch reactor (SBR),10.1016/j.jclepro.2018.12.220,NA,HK8GV,0959-6526,NA,wwt,wwt
WOS:000080607500005,Controlled biomass removal - The key parameter to achieve enhanced biological phosphorus removal in biofilm systems,WATER SCIENCE AND TECHNOLOGY,7,39,33-40,NA,1999,"Morgenroth, E | Wilderer, PA",enhanced biological phosphorus removal | biofilm | sequencing batch biofilm reactor (SBBR) | simulation | detachment | mean residence time distribution,NA,NA,201QX,0273-1223,NA,wwt,wwt
WOS:000177846300006,Polyhydroxyalkanoates form potentially a key aspect of aerobic phosphorus uptake in enhanced biological phosphorus removal,WATER RESEARCH,14,36,3473-3478,AUG,2002,"Randall, AA | Liu, YH",enhanced biological phosphorus removal (EBPR) | phosphorus accumulating organisms (PAO) | volatile fatty acids (VFAs) | polyhydroxyalkanoates (PHAs) | biological nutrient removal (BNR),NA,NA,590WD,0043-1354,NA,wwt,wwt
WOS:000445519000017,Performance of enhanced biological phosphorus removal and population dynamics of phosphorus accumulating organisms in sludge-shifting sequencing batch reactors,WATER SCIENCE AND TECHNOLOGY,4,78,886-895,AUG,2018,"Pan, Yang | Ruan, Wenquan | Huang, Yong | Chen, Qianqian | Miao, Hengfeng | Wang, Tao",enhanced biological phosphorus removal (EBPR) | fluorescence in situ hybridization (FISH) | glycogen accumulating organisms (GAOs) | phosphorus accumulating organisms (PAOs) | sludge shifting,10.2166/wst.2018.363,NA,GU7QD,0273-1223,NA,wwt,wwt
WOS:000183919700011,Microbial communities of activated sludge performing enhanced biological phosphorus removal in a sequencing batch reactor supplied with glucose,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,3,13,385-393,JUN,2003,"Jeon, CO | Woo, SH | Park, JM",EBPR sequencing batch reactor | phosphorus removal | wastewater,NA,NA,697AH,1017-7825,NA,wwt,wwt
WOS:000262750000013,Robustness of sludge enriched with short SBR cycles for biological nutrient removal,BIORESOURCE TECHNOLOGY,6,100,1969-1976,MAR,2009,"Freitas, Filomena | Temudo, Margarida F. | Carvalho, Gilda | Oehmen, Adrian | Reis, Maria A. M.",Enhanced biological phosphorus removal (EBPR) | Polyphosphate accumulating organisms (PAO) | Glycogen accumulating organisms (GAO) | Nitrogen removal | Temperature,10.1016/j.biortech.2008.10.031,NA,398RU,0960-8524,NA,wwt,wwt
WOS:000334136900009,Biological nutrient removal in a sequencing batch reactor operated as oxic/anoxic/extended-idle regime,CHEMOSPHERE,NA,105,75-81,JUN,2014,"Li, Xiao-ming | Chen, Hong-bo | Yang, Qi | Wang, Dong-bo | Luo, Kun | Zeng, Guang-ming",Biological nutrient removal | Oxic/anoxic/extended-idle regime | Enhanced biological phosphorus removal | Denitrification | Polyhydroxyalkanoates,10.1016/j.chemosphere.2013.12.043,NA,AE6VU,0045-6535,NA,wwt,wwt
WOS:000309299300004,Effects of glucose on the performance of enhanced biological phosphorus removal activated sludge enriched with acetate,BIORESOURCE TECHNOLOGY,NA,121,19-24,OCT,2012,"Gebremariam, Seyoum Yami | Beutel, Marc W. | Christian, David | Hess, Thomas F.",Activated sludge | Enhanced biological phosphorus removal | Glucose | Acetate | Phosphorus,10.1016/j.biortech.2012.06.086,NA,013IO,0960-8524,NA,wwt,wwt
WOS:000492333200001,Assessment of Enhanced Biological Phosphorus Removal Implementation Potential in a Full-Scale Wastewater Treatment Plant in Croatia,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,6,13,1005-1013,DEC,2019,"Sikic, Tanja | Welles, Laurens | Rubio-Rincon, Francisco Javier | Matosic, Marin | Brdjanovic, Damir",Enhanced biological phosphorus removal (EBPR) | Modelling | Municipal wastewater treatment | Sludge characterisation,10.1007/s41742-019-00234-4,NA,JI7YJ,1735-6865,NA,wwt,wwt
WOS:A1994QE02400029,DYNAMICS OF PHOSPHORUS AND ORGANIC SUBSTRATES IN ANAEROBIC AND AEROBIC PHASES OF A SEQUENCING BATCH REACTOR,WATER SCIENCE AND TECHNOLOGY,6,30,237-246,NA,1994,"CARUCCI, A | MAJONE, M | RAMADORI, R | ROSSETTI, S",BIOLOGICAL PHOSPHORUS REMOVAL | BIOMASS CHARACTERIZATION | KINETICS TESTS | PHOSPHORUS RELEASE | SEQUENCING BATCH REACTOR | SUBSTRATE UPTAKE,NA,NA,QE024,0273-1223,NA,wwt,wwt
