uid,title,journal_fix,journal_short,year_fix,keywords_fix,authors_fix
WOS:000075837300005,The behaviour of polyphosphate accumulating Acinetobacter isolates in an anaerobic-aerobic chemostat,Water Research,Water Research,1998,"acinetobacter,biological phosphate removal,anaerobic-aerobic chemostat","tandoi_v,majone_m,may_j,ramadori_r"
WOS:000075920800021,Effect of polyphosphate limitation on the anaerobic metabolism of phosphorus-accumulating microorganisms,Applied Microbiology and Biotechnology,Applied Microbiology and...,1998,NA,"brdjanovic_d,van_loosdrecht_mcm,hooijmans_cm,mino_t,alaerts_gj,heijnen_jj"
WOS:000076804800010,Biological nutrient removal at a very low-loaded activated sludge plant with high biomass concentrations,Water Science and Technology,Water Science and...,1998,"biological nutrient removal,high sludge concentrations,high reaction rates,selection of bacteria to polyphosphate and denitrification types,very low-loaded activated sludge process","kiuru_hj,rautiainen_ja"
WOS:000076804800015,Evaluation of phosphorus removal in anaerobic-anoxic-aerobic system - via polyhydroxyalkonoates measurements,Water Science and Technology,Water Science and...,1998,"anaerobic-anoxic-aerobic process,phosphorus release,phosphorus uptake,polyhydroxyalkanoates (phas)","chuang_sh,ouyang_cf,yuang_hc,you_sj"
WOS:000076804800026,Dynamic modelling of enhanced biological phosphorus and nitrogen removal in activated sludge systems,Water Science and Technology,Water Science and...,1998,"activated sludge model no 2,biologically induced precipitation,enhanced biological phosphorus removal,phosphorus accumulating organisms,denitrification,dynamic simulation,polyphosphate,wastewater treatment","maurer_m,gujer_w"
WOS:000077499200002,Polyphosphate-accumulating and denitrifying bacteria isolated from anaerobic-anoxic and anaerobic-aerobic sequencing batch reactors,Current Microbiology,Current Microbiology,1999,NA,"merzouki_m,delgenes_jp,bernet_n,moletta_r,benlemlih_m"
WOS:000077530300020,Development and validation of a flux-based stoichiometric model for enhanced biological phosphorus removal metabolism,Water Research,Water Research,1999,"enhanced biological phosphorus removal,metabolic models,polyhydroxyalkanoates,glycogen,polyphosphate","pramanik_j,trelstad_pl,schuler_aj,jenkins_d,keasling_jd"
WOS:000077530300022,Kinetics of biologically induced phosphorus precipitation in waste-water treatment,Water Research,Water Research,1999,"activated sludge,biologically induced phosphate precipitation,dynamic model,enhanced biological phosphorus removal,precipitation kinetics","maurer_m,abramovich_d,siegrist_h,gujer_w"
WOS:000077621600031,"In situ identification of polyphosphate-accumulating bacteria in activated sludge by dual staining with rRNA-targeted oligonucleotide probes and 4 ',6-diamidino-2-phenylindol (DAPI) at a polyphosphate-probing concentration",Water Research,Water Research,1999,"activated sludge,enhanced biological phosphate removal,ebpr,polyphosphate-accumulating,sludge characterization,community analysis,oligonucleotide probes,fish","kawaharasaki_m,tanaka_h,kanagawa_t,nakamura_k"
WOS:000077956000010,"Morphology, in-situ characterization with rDNA targetted probes and respiratory quinone profiles of enhanced biological phosphorus removal sludge",Water Science and Technology,Water Science and...,1998,"enhanced biological phosphorus removal,fluorescent in-situ hybridization (fish),neisser staining,nile blue a staining,quinone profiles,rrna targeted oligonucleotide probe","sudiana_im,mino_t,satoh_h,matsuo_t"
WOS:000078379000009,Microbial competition for the organic substrates and its impact on EBPR systems under conditions of changing carbon feed,Water Science and Technology,Water Science and...,1999,"anaerobic storage,carbon feed,effluent phosphate load,enhanced biological phosphorous removal,metabolic pathways,sequencing batch reactor,wastewater treatment plant","carucci_a,kuhni_m,brun_r,carucci_g,koch_g,majone_m,siegrist_h"
WOS:000078379000016,Modelling of phosphorus precipitation in wastewater treatment plants with enhanced biological phosphorus removal,Water Science and Technology,Water Science and...,1999,"activated sludge model,biologically induced precipitation,chemical precipitation,dynamic simulation,enhanced biological phosphorus removal (ebpr),polyphosphate,wastewater treatment","maurer_m,boller_m"
WOS:000079058900007,Comparative analysis of biological phosphate removal (BPR) and non-BPR activated sludge bacterial communities with particular reference to Acinetobacter,Journal of Industrial Microbiology and Biotechnology,Journal of Industrial...,1998,"activated sludge,biological phosphate removal,polyphosphate,acinetobacter","melasniemi_h,hernesmaa_a,pauli_asl,rantanen_p,salkinoja-salonen_m"
WOS:000079866700009,Kinetic behavior of some polyphosphate-accumulating bacteria isolates in the presence of nitrate and oxygen,Current Microbiology,Current Microbiology,1999,NA,"merzouki_m,bernet_n,delgenes_jp,moletta_r,benlemlih_m"
WOS:000079918700001,Anaerobic phosphate release from activated sludge with enhanced biological phosphorus removal. A possible mechanism of intracellular pH control,Biotechnology and Bioengineering,Biotechnology and Bioengineering,1999,"phosphorus removal,activated sludge,metabolic model,ph regulation","bond_pl,keller_j,blackall_ll"
WOS:000080014900004,Effect of wastewater composition on the development of an activated sludge biological phosphorus removal system,Environmental Technology,Environmental Technology,1999,"biological phosphorus removal,acclimation,sequencing batch reactor,phosphorus accumulation","canizares_p,rodriguez_l,villasenor_j,rodriguez_j"
WOS:000080024500013,"Tessaracoccus bendigoensis gen. nov., sp. nov., a Gram-positive coccus occurring in regular packages or tetrads, isolated from activated sludge biomass",International Journal of Systematic Bacteriology,International Journal of...,1999,"tessaracoccus bendigoensis,activated sludge,gram-positive coccus,propionibacteriaceae,g-bacteria","maszenan_am,seviour_rj,patel_bkc,schumann_p,rees_gn"
WOS:000080250600001,Difficulties and developments in biological nutrient removal technology and modelling,Water Science and Technology,Water Science and...,1999,"activated sludge,biological nutrient removal,filamentous bulking,anoxic and aerobic p uptake,models","ekama_ga,wentzel_mc"
WOS:000080250600002,Bio-P and non-bio-P bacteria identification by a novel microbial approach,Water Science and Technology,Water Science and...,1999,"activated sludge,bacterial population analysis,enhanced biological phosphorus removal (ebpr),bio-p bacteria,non-bio-p bacteria","bond_pl,keller_j,blackall_ll"
WOS:000080250600003,Different mechanisms for the anaerobic storage of organic substrates and their effect on enhanced biological phosphate removal (EBPR),Water Science and Technology,Water Science and...,1999,"biological phosphorus removal,anaerobic phase,storage polymers,energy sources,sequencing batch","carucci_a,lindrea_k,majone_m,ramadori_r"
WOS:000080250600004,Metabolism of enhanced biological phosphorus removal and non-enhanced biological phosphorus removal sludge with acetate and glucose as carbon source,Water Science and Technology,Water Science and...,1999,"acetate,enhanced biological phosphorus removal,fluorescent in situ hybridization (fish),glucose,glycogen accumulating organisms (gaos),polyhydroxyalkanoates (phas),polyphosphate accumulating organism (paos),respiratory quinone profile","sudiana_im,mino_t,satoh_h,nakamura_k,matsuo_t"
WOS:000080959700006,Polyphosphate accumulation by bacteria isolated from activated sludge,Water Sa,Water Sa,1999,NA,"sidat_m,bux_f,kasan_hc"
WOS:000081550200021,The effect of heavy metals and other environmental conditions on the anaerobic phosphate metabolism of Acinetobacter johnsonii,Microbiology-Uk,Microbiology-Uk,1999,"acinetobacter sp.,polyphosphate,heavy metal,toxicity","boswell_cd,dick_re,macaskie_le"
WOS:000083229200017,"Enrichment, phylogenetic analysis and detection of a bacterium that performs enhanced biological phosphate removal in activated sludge",Systematic and Applied Microbiology,Systematic and Applied...,1999,"activated sludge,in situ hybridization,probes,rrna,ebpr,rhodocyclus","hesselmann_rpx,werlen_c,hahn_d,van_der_meer_jr,zehnder_ajb"
WOS:000083352700005,The effect of sludge age on the deterioration of the enhanced biological phosphorus removal process,Environmental Technology,Environmental Technology,1999,"biological phosphorus removal,phosphate accumulating organisms,'g bacteria'","rodrigo_ma,seco_a,ferrer_j,penya-roja_jm"
WOS:000085360800032,Antibody recognition of an 18 kDa protein possibly involved in phosphate removal by activated sludge,Water Research,Water Research,2000,"phosphate,activated sludge,monoclonal,antibodies,cyclophosphamide","erasmus_as,van_wyngaardt_s,verschoor_ja,ehlers_mm,van_heerden_j,cloete_te"
WOS:000085604800044,Identification of polyphosphate-accumulating organisms and design of 16S rRNA-directed probes for their detection and quantitation,Applied and Environmental Microbiology,Applied and Environmental...,2000,NA,"crocetti_gr,hugenholtz_p,bond_pl,schuler_a,keller_j,jenkins_d,blackall_ll"
WOS:000085673600025,"Micropruina glycogenica gen. nov., sp, nov., a new Gram-positive glycogen-accumulating bacterium isolated from activated sludge",International Journal of Systematic and Evolutionary Microbiology,International Journal of...,2000,"micropruina glycogenica gen. nov., sp nov.,high g plus c content group,gram-positive bacteria,glycogen accumulation","shintani_t,liu_wt,hanada_s,kamagata_y,miyaoka_s,suzuki_t,nakamura_k"
WOS:000086089700020,Enhanced biological phosphorus removal in a sequencing batch reactor supplied with glucose as a sole carbon source,Water Research,Water Research,2000,"enhanced biological phosphorus removal,sequencing batch reactor,metabolic pathway,glucose,poly 3-hydroxy alkanoic acids","jeon_co,park_jm"
WOS:000086614600012,The biomass fractions of heterotrophs and phosphate-accumulating organisms in a nitrogen and phosphorus removal system,Water Research,Water Research,2000,"biomass,denitrification,heterotrophs,pha,phosphorus release,phosphate-accumulating organisms","chuang_sh,ouyang_cf"
WOS:000086636300004,Anaerobic uptake of different organic substrates by an enhanced biological phosphorus removal sludge,Environmental Technology,Environmental Technology,2000,"bological phosphorus removal,sequencing batch reactor,anaerobic substrate uptake,phosphorus accumulating organisms,glycogen accumulating organisms","canizares_p,de_lucas_a,rodriguez_l,villasenor_j"
WOS:000087035400011,Microbial community changes in biological phosphate-removal systems on altering sludge phosphorus content,Microbiology-Uk,Microbiology-Uk,2000,"activated sludge,biological phosphate removal,biomarker,dgge,16s rdna","liu_wt,linning_kd,nakamura_k,mino_t,matsuo_t,forney_lj"
WOS:000087436600005,Competitive growth of Nocardia and Acinetobacter under anaerobic/aerobic batch operation,Water Research,Water Research,2000,"nocardia,acinetobacter,foaming,ebpr,sbr,competition","kim_h,pagilla_kr"
WOS:000088016400035,A summary of recent microbial discoveries in biological nutrient removal from wastewater,Australasian Biotechnology,Australasian Biotechnology,2000,NA,blackall_ll
WOS:000088958500012,Morphological characteristics of microbial sludge performing enhanced biological phosphorus removal in a sequencing batch reactor fed with glucose as sole carbon source,Water Science and Technology,Water Science and...,2000,"electron microscope,enhanced biological phosphorus removal,glucose,polyphosphate accumulating organism,sequencing batch reactor","jeon_co,lee_ds,park_jm"
WOS:000088958700001,Anaerobic metabolism of bacteria performing enhanced biological phosphate removal,Water Research,Water Research,2000,"ebpr,acetate activation,anaerobic tca cycle,glycogen","hesselmann_rpx,von_rummell_r,resnick_sm,hany_r,zehnder_ajb"
WOS:000088958700014,The relationship between isoprenoid quinone and phosphorus removal activity,Water Research,Water Research,2000,"phosphorus removal activity,quinone profile,population dynamics,species succession,sequencing batch reactor","lin_ck,katayama_y,hosomi_m,murakami_a,okada_m"
WOS:000089881000012,Ecological engineering of bioreactors for wastewater treatment,Water Air and Soil Pollution,Water Air and...,2000,"biological nutrient removal,ecological engineering,filamentous bulking,glycogen accumulating organisms,nitrifying bacteria,phosphorus accumulating organisms","grady_cpl,filipe_cdm"
WOS:000090006400006,Calibration of kinetic parameters in the IAWQ Activated Sludge Model: a pilot scale experience,Water Science and Technology,Water Science and...,2000,"activated sludge model no.2,anaerobic hydrolysis rate,fermentation rate,biological nutrient removal,mathematical simulation of activated sludge","satoh_h,okuda_e,mino_t,matsuo_t"
WOS:000090041400012,Decolorization of azo-reactive dye by polyphosphate- and glycogen-accumulating organisms in an anaerobic-aerobic sequencing batch reactor,Bioresource Technology,Bioresource Technology,2001,"anaerobic-aerobic process,azo dye,color removal,glycogen-accumulating organisms,polyphosphate-accumulating organisms,reactive dye,sequencing batch reactor,textile wastewater","panswad_t,iamsamer_k,anotai_j"
WOS:000166466700014,Hydrolysis of triphosphate from detergents in a rural waste water system,Water Research,Water Research,2001,"triphosphate,polyphosphate,detergent,wastewater,hydrolysis,biocatalysis","halliwell_dj,mckelvie_id,hart_bt,dunhill_rh"
WOS:000167316800012,16S rRNA in situ probing for the determination of the family level community structure implicated in enhanced biological nutrient removal,Water Science and Technology,Water Science and...,2001,"fluorescent in situ hybridization,phylogeny,polyphosphate accumulating organisms","mudaly_dd,atkinson_bw,bux_f"
WOS:000167316800022,"Microbial storage products, biomass density, and settling properties of enhanced biological phosphorus removal activated sludge",Water Science and Technology,Water Science and...,2001,"activated sludge,bacterial storage products,bacterial density,enhanced biological phosphorus removal,sedimentation,solids separation","schuler_aj,jenkins_d,ronen_p"
WOS:000167574900047,Comparison of dye wastewater treatment by normal and anoxic plus anaerobic/aerobic SBR activated sludge processes,Water Science and Technology,Water Science and...,2001,"anaerobic/aerobic process,biological phosphorus removal,color removal,phosphorus accumulating organisms,reactive dye,sequencing batch reactor,textile wastewater","panswad_t,techovanich_a,anotai_j"
WOS:000167730000004,In situ identification of polyphosphate- and polyhydroxyalkanoate-accumulating traits for microbial populations in a biological phosphorus removal process,Environmental Microbiology,Environmental Microbiology,2001,NA,"liu_wt,nielsen_at,wu_jh,tsai_cs,matsuo_y,molin_s"
WOS:000167944600026,Biological denitrifying phosphorus removal in SBR: effect of added nitrate concentration and sludge retention time,Water Science and Technology,Water Science and...,2001,"activated sludge,biological phosphorus removal,nitrate,polyphosphate,sequencing batch reactor,sludge retention time","merzouki_m,bernet_n,delgenes_jp,moletta_r,benlemlih_m"
WOS:000167944600035,Modelling biological phosphorus removal from a cheese factory effluent by an SBR,Water Science and Technology,Water Science and...,2001,"mathematical modelling,biological phosphorus removal,industrial wastewater treatment,sequencing batch reactor,magnesium","ky_rc,comeau_y,perrier_m,takacs_i"
WOS:000168506200005,Effect of operating parameters on anoxic biological phosphorus removal in anaerobic anoxic sequencing batch reactor,Environmental Technology,Environmental Technology,2001,"activated sludge,biological phosphorus removal,polyphosphate,sequencing batch reactor,sludge retention time","merzouki_m,bernet_n,delgenes_jp,moletta_r,benlemlih_m"
WOS:000168639400014,SEM-EDS for determining the phosphorus content in activated sludge EPS,Water Science and Technology,Water Science and...,2001,"biological phosphorus removal,eds,eps extraction,eps,extracellular polymeric substances,orthophosphate,sem,wastewater,x-ray microanalysis","oosthuizen_dj,cloete_te"
WOS:000169780700011,"Complex-forming adsorbents based on kaolinite, aluminium oxide and polyphosphates for the extraction and concentration of heavy metal ions from water solutions",Applied Clay Science,Applied Clay Science,2001,"kaolinite,meta-kaolinite,aluminium oxide,aluminium hydroxide gel,polyphosphates,heavy metal ions,adsorption,desorption,complex formation,extraction,concentration,galvanic wastewater","tarasevich_yi,klimova_gm"
WOS:000170035000012,pH as a key factor in the competition between glycogen-accumulating organisms and phosphorus-accumulating organisms,Water Environment Research,Water Environment Research,2001,"biological excess phosphorus removal,competition,glycogen,glycogen-accumulating organisms,phosphorus-accumulating organisms,population dynamics","filipe_cdm,daigger_gt,grady_cpl"
WOS:000170035100006,Enhanced biological phosphorus removal in an anaerobic-aerobic sequencing batch reactor: Characteristics of carbon metabolism,Water Environment Research,Water Environment Research,2001,"enhanced biological phosphorus removal,glucose,acetate,glycogen,activated sludge,sequencing batch reactor","jeon_co,lee_ds,park_jm"
WOS:000170035100007,Enhanced biological phosphorus removal in an anaerobic-aerobic sequencing batch reactor: Effect of pH,Water Environment Research,Water Environment Research,2001,"enhanced biological phosphorus removal,sequencing batch reactors,microbial competition,glycogen-accumulating organisms,polyphosphate-accumulating organisms,ph,glycogen","jeon_co,lee_ds,lee_mw,park_jm"
WOS:000170142600021,A modification to the Activated Sludge Model No. 2 based on the competition between phosphorus-accumulating organisms and glycogen-accumulating organisms,Water Science and Technology,Water Science and...,2001,"activated sludge model no. 2 (asm2),denitrification,enhanced biological phosphorus removal (ebpr),glycogen accumulating organisms (gaos),nutrient removal,phosphorus accumulating organisms (paos)","manga_j,ferrer_j,garcia-usach_f,seco_a"
WOS:000170142600026,State estimation for a biological phosphorus removal process using an asymptotic observer,Water Science and Technology,Water Science and...,2001,"activated sludge,asymptotic observer,biological phosphorus removal,nutrient removal,state estimation,wastewater treatment","larose_a,jorgensen_sb"
WOS:000170177300019,Stability of enhanced biological phosphorus removal and composition of polyphosphate granules,Water Research,Water Research,2001,"enhanced biological phosphorus removal,polyphosphate granules,calcium,magnesium,potassium,electron microscopy,energy dispersive x-ray spectroscopy","schonborn_c,bauer_hd,roske_i"
WOS:000170425900012,"Synthesis of intracellular storage polymers by Amaricoccus kaplicensis, a tetrad forming bacterium present in activated sludge",Journal of Applied Microbiology,Journal of Applied...,2001,NA,"falvo_a,levantesi_c,rossetti_s,seviour_rj,tandoi_v"
WOS:000170574900009,The characteristics of phosphorus removal in an anaerobic/aerobic sequential batch biofilter reactor,Water Science and Technology,Water Science and...,2001,"biofilm,sequential batch biofilter reactor,phosphorus release,phosphorus uptake,pha accumulation","chlou_rj,ouyang_cf,lin_kh,chuang_sh"
WOS:000170779900002,Phosphate uptake and release by Acinetobacter johnsonii in continuous culture and coupling of phosphate release to heavy metal accumulation,Journal of Industrial Microbiology and Biotechnology,Journal of Industrial...,2001,"acinetobacter sp.,enhanced biological phosphate removal,polyphosphate,heavy metals,bioremediation","boswell_cd,dick_re,eccles_h,macaskie_le"
WOS:000170886000009,The role of extracellular exopolymers in the removal of phosphorus from activated sludge,Water Research,Water Research,2001,"x-ray microanalysis,eds,phosphate,wastewater,sem","cloete_te,oosthuizen_dj"
WOS:000171781800016,Enhanced phosphorus removal by glucose fed sequencing batch reactor,Journal of Environmental Science and Health Part A-Toxic/Hazardous Substances and Environmental Engineering,Journal of Environmental...,2001,"enhanced biological phosphorus removal (ebpr),glucose,phosphorus,sequencing batch reactor (sbr)","akin_bs,ugurlu_a"
WOS:000172436800009,Acid-stimulated phosphate uptake by activated sludge microorganisms under aerobic laboratory conditions,Water Research,Water Research,2001,"polyphosphate,acid-stimulated,ph,phosphate","mcgrath_jw,cleary_s,mullan_a,quinn_jp"
WOS:000172510600006,Biochemical model of glucose induced enhanced biological phosphorus removal under anaerobic condition,Water Research,Water Research,2002,"glucose,enhanced biological phosphorus removal,biochemical model","wang_nd,peng_j,hill_g"
WOS:000173007400002,Refixation of phosphates released during bio-P sludge handling as struvite or aluminium phosphate,Environmental Technology,Environmental Technology,2001,"enhanced biological phosphorus removal,sludge treatment,polyphosphate,struvite","jardin_n,popel_hj"
WOS:000173559200015,Selective enrichment and characterization of a phosphorus-removing bacterial consortium from activated sludge,Applied Microbiology and Biotechnology,Applied Microbiology and...,2002,NA,"hollender_j,dreyer_u,kornberger_l,kampfer_p,dott_w"
WOS:000174919400003,Uranyl precipitation by biomass from an enhanced biological phosphorus removal reactor,Biodegradation,Biodegradation,2001,"enhanced biological phosphorus removal,heavy metal removal,polyphosphate","renninger_n,mcmahon_kd,knopp_r,nitsche_h,clark_ds,keasling_jd"
WOS:000175148600012,Effect of different carbon sources on the enhanced biological phosphorus removal in a sequencing batch reactor,World Journal of Microbiology and Biotechnology,World Journal of...,2002,"enhanced biological phosphorus removal,glycogen,polyhydroxyalkanoate,polyphosphate","hollender_j,van_der_krol_d,kornberger_l,gierden_e,dott_w"
WOS:000175350500005,The effect of media on evaluating the phosphate uptake capacity of activated sludge bacterial isolates,Water Sa,Water Sa,2002,NA,"reddy_t,bux_f"
WOS:000175441400010,A simple method to release polyphosphate from activated sludge for phosphorus reuse and recycling,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2002,"activated sludge,enhanced biological phosphorus removal,phosphorus reuse and recycling,polyphosphate","kuroda_a,takiguchi_n,gotanda_t,nomura_k,kato_j,ikeda_t,ohtake_h"
WOS:000175824100027,"Tetrasphaera elongata sp nov., a polyphosphate-accumulating bacterium isolated from activated sludge",International Journal of Systematic and Evolutionary Microbiology,International Journal of...,2002,"tetrasphaera elongata sp nov.,intrasporangiaceae,polyphosphate accumulation,activated sludge,meso-diaminopimelic acid","hanada_s,liu_wt,shintani_t,kamagata_y,nakamura_k"
WOS:000175836400006,Phytoremediation potential of Spirulina (Arthrospira) platensis: biosorption and toxicity studies of cadmium,Environmental Pollution,Environmental Pollution,2002,"cyanobacteria,cadmium,ic50,biosorption,ultrastructure,phytoremediation","rangsayatorn_n,upatham_es,kruatrachue_m,pokethitiyook_p,lanza_gr"
WOS:000176030100019,Involvement of Rhodocyclus-related organisms in phosphorus removal in full-scale wastewater treatment plants,Applied and Environmental Microbiology,Applied and Environmental...,2002,NA,"zilles_jl,peccia_j,kim_mw,hung_ch,noguera_dr"
WOS:000176179700010,Transformation of phosphorus and relevant intracellular compounds by a phosphorus-accumulating enrichment culture in the presence of both the electron acceptor and electron donor,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2002,"denitrifying phosphate-accumulating organisms,enhanced biological phosphorus removal,glycolytic pathway,polyhydroxybutyrate,tricarboxylic acid cycle","ahn_j,daidou_t,tsuneda_s,hirata_a"
WOS:000177441400005,Characterization of an acetate-degrading sludge without intracellular accumulation of polyphosphate and glycogen,Water Research,Water Research,2002,"acetate,glycogen,polyphosphate,wastewater,16s rdna","fang_hhp,zhang_t,liu_y"
WOS:000177529800008,Functional analysis of microbial communities in aerobic-anaerobic sequencing batch reactors fed with different phosphorus/carbon (P/C) ratios,Microbiology-Sgm,Microbiology-Sgm,2002,"enhanced biological phosphorus removal (ebpr),'g-bacteria',fluorescence in situ hybridization/microautoradiography (fish/mar),rhodocyclus","kong_yh,beer_m,rees_gn,seviour_rj"
WOS:000177772000003,Microbial community structures of activated sludges dominated with polyphosphate-accumulating bacteria and glycogen-accumulating bacteria,Environmental Technology,Environmental Technology,2002,"ebpr process,fish,microbial community,quinone profile","lee_tj,kawaharasaki_m,matsumura_m,nakamura_k"
WOS:000177925500002,Calibration and validation of Activated Sludge Model No.2d for Spanish municipal wastewater,Environmental Technology,Environmental Technology,2002,"activated sludge model no.2d (asm2d),phosphorus removal,parameter estimation,model calibration,glycogen accumulating organisms (gaos)","penya-roja_jm,seco_a,ferrer_j,serralta_j"
WOS:000177989100021,Presence of Rhodocyclus in a full-scale wastewater treatment plant and their participation in enhanced biological phosphorus removal,Water Science and Technology,Water Science and...,2002,"dapi,ebpr,fish,phosphorus removal,polyphosphate,rhodocyclus","zilles_jl,hung_ch,noguera_dr"
WOS:000177989100023,Flow cytometric sorting and RFLP analysis of phosphate accumulating bacteria in an enhanced biological phosphorus removal system,Water Science and Technology,Water Science and...,2002,"community analysis,flow cytometory,ebpr,enhanced biological phosphorus removal,pao,phosphate-accumulating bacterium,rflp","kawaharasaki_m,manome_a,kanagawa_t,nakamura_k"
WOS:000177989100024,Analysis of microbial community that performs enhanced biological phosphorus removal in activated sludge fed with acetate,Water Science and Technology,Water Science and...,2002,"activated sludge,community analysis,enhanced biological phosphorus removal (ebpr),pcr-dgge,polyphosphate accumulating organisms (paos),rhodocyclus","onuki_m,satoh_h,mino_t"
WOS:000177989100025,Polyphosphate kinase genes from activated sludge carrying out enhanced biological phosphorus removal,Water Science and Technology,Water Science and...,2002,"activated sludge,biological phosphorus removal,polyphosphate kinase,rhodocyclus","mcmahon_kd,jenkins_d,keasling_jd"
WOS:000177989100026,Population dynamics in wastewater treatment plants with enhanced biological phosphorus removal operated with and without nitrogen removal,Water Science and Technology,Water Science and...,2002,"activated sludge,nutrient removal,polyphosphate-accumulating organisms (paos),rhodocyclus","lee_n,jansen_jl,aspegren_h,henze_m,nielsen_ph,wagner_m"
WOS:000177989100027,"Role of ""G-bacteria"" in anaerobic substrate uptake in a SBR with no phosphorus removal",Water Science and Technology,Water Science and...,2002,"16s rdna,aerobic,dgge,enhanced biological phosphorus removal,g-bacteria","kong_yh,beer_m,seviour_rj,lindrea_kc,rees_ga"
WOS:000177989100028,Phylogenetic and physiological diversity of tetrad-forming organisms in deteriorated biological phosphorus removal systems,Water Science and Technology,Water Science and...,2002,"dapi,ebpr systems,fluorescence in situ hybridization,pha,polyphosphate,tetrad-forming organisms","tsai_cs,liu_wt"
