uid,title,journal_fix,journal_short,year_fix,keywords_fix,authors_fix,environment,category
WOS:000239392200001,RbGd(PO3)(4),Acta Crystallographica Section E-Crystallographic Communications,Acta Crystallographica Section...,2006,NA,"ettis_hasna,naili_houcine,mhiri_tahar",all,all
WOS:000464099300007,The putative G protein-coupled receptor GrlD mediates extracellular polyphosphate sensing in Dictyostelium discoideum,Molecular Biology of the Cell,Molecular Biology of...,2019,NA,"suess_patrick_m,tang_yu,gomer_richard_h",all,all
WOS:000350670700002,"Response to Comment on ""The Chemical Nature of Phosphorus in Subtropical Lake Sediments"", by Kenney et al.",Aquatic Geochemistry,Aquatic Geochemistry,2015,"polyphosphate,lake apopka,solution phosphorus-31 nmr spectroscopy,sediment","turner_benjamin_l,torres_isabela_c,reddy_k_ramesh",all,all
WOS:000234669100011,Effect of polyphosphate on removal of endocrine-disrupting chemicals of nonylphenol and bisphenol-A by activated carbons,Water Quality Research Journal of Canada,Water Quality Research...,2005,"endocrine-disrupting chemicals,nonylphenol,bisphenol-a,polyphosphate,activated carbon","choi_kj,kim_sg,kim_cw,kim_sh",all,all
WOS:000259402600037,Polyphosphate enhances fibrin clot structure,Blood,Blood,2008,NA,"smith_stephanie_a,morrissey_james_h",all,all
WOS:000274453100017,Polyphosphate binds with high affinity to exosite II of thrombin,Journal of Thrombosis and Haemostasis,Journal of Thrombosis...,2010,"exosite ii,polyphosphate,prothrombin,thrombin","mutch_n_j,myles_t,leung_l_l_k,morrissey_j_h",all,all
WOS:000306099900004,Loss-of-function of inositol polyphosphate-4-phosphatase reversibly increases the severity of allergic airway inflammation,Nature Communications,Nature Communications,2012,NA,"aich_jyotirmoi,mabalirajan_ulaganathan,ahmad_tanveer,agrawal_anurag,ghosh_balaram",all,all
WOS:000080895200014,Polyphosphate formation by Acinetobacter johnsonii 210A: effect of cellular energy status and phosphate-specific transport system,Applied Microbiology and Biotechnology,Applied Microbiology and...,1999,NA,"van_niel_ewj,de_best_jh,kets_epw,bonting_cfc,kortstee_gjj",all,all
WOS:000072519200003,Two internal pools of soluble polyphosphate in the cyanobacterium Synechocystis sp. strain PCC 6308: An in vivo P-31 NMR spectroscopic study,Archives of Microbiology,Archives of Microbiology,1998,"cyanobacteria,polyphosphate,in vivo p-31 nmr spectroscopy,synechocystis sp. strain pcc 6308,edta permeabilization,spheroplasts","lawerence_ba,suarez_c,depina_a,click_e,kolodny_nh,allen_mm",all,all
WOS:A1993KU03700001,POLYPHOSPHATE-DEPENDENT ENZYMES IN SOME CORYNEFORM BACTERIA ISOLATED FROM SEWAGE-SLUDGE,Fems Microbiology Letters,Fems Microbiology Letters,1993,"polyphosphate accumulation,biological phosphate removal,coryneform bacteria,polyphosphate glucokinase,glucose-6-phosphate-dependent nad kinase","bark_k,kampfer_p,sponner_a,dott_w",all,all
WOS:000428386400021,A Flow Cytometry-Based Assay for Procoagulant Platelet Polyphosphate,Cytometry Part B-Clinical Cytometry,Cytometry Part B-Clinical...,2018,"platelets,biomarker,flow cytometry,polyphosphate","labberton_linda,long_andy_t,gendler_sandra_j,snozek_christine_l,stavrou_evi_x,nickel_katrin_f,maas_coen,blankenberg_stefan,hernandez_james_s,renne_thomas",all,all
WOS:000187550700007,Rapid accumulation of polyphosphate in extraradical hyphae of an arbuscular mycorrhizal fungus as revealed by histochemistry and a polyphosphate kinase/luciferase system,New Phytologist,New Phytologist,2004,"arbuscular mycorrhizal fungi,luciferase,metachromasy,polyphosphate,polyphosphate kinase,toluidine blue o","ezawa_t,cavagnaro_tr,smith_se,smith_fa,ohtomo_r",all,all
WOS:A1995RE33000025,OSMOTIC-STRESS-INDUCED SYNTHESIS AND DEGRADATION OF INORGANIC POLYPHOSPHATES IN THE ALGA PHAEODACTYLUM-TRICORNUTUM,Marine Ecology Progress Series,Marine Ecology Progress...,1995,"polyphosphate,osmotic stress,polyphosphate metabolism,algae,phaeodactylum tricornutum","leitao_jm,lorenz_b,bachinski_n,wilhelm_c,muller_weg,schroder_hc",all,all
WOS:000385367300010,Structural investigation of nickel polyphosphate coacervate glass-ceramics,Rsc Advances,Rsc Advances,2016,NA,"franco_douglas_f,manzani_danilo,barud_hernane_s,antonio_selma_g,de_oliveira_luiz_f_c,silva_mauricio_a_p,ribeiro_sidney_j_l,nalin_marcelo",all,all
WOS:000168835200028,Use of polyphosphate in corrosion control,Journal American Water Works Association,Journal American Water...,2000,NA,"cantor_af,denig-chakroff_d,vela_rr,oleinik_mg,lynch_dl",all,all
WOS:000474614300019,"Extracellular Polyphosphate Promotes Macrophage and Fibrocyte Differentiation, Inhibits Leukocyte Proliferation, and Acts as a Chemotactic Agent for Neutrophils",Journal of Immunology,Journal of Immunology,2019,NA,"suess_patrick_m,chinea_luis_e,pilling_darrell,gomer_richard_h",all,all
WOS:000223057000003,New basic and applied aspects of polyphosphate in microorganisms,Nippon Nogeikagaku Kaishi-Journal of the Japan Society For Bioscience Biotechnology and Agrochemistry,Nippon Nogeikagaku Kaishi-Journal...,2004,"inorganic polyphosphate,atp,environmental biotechnology,evolution,bioluminescence",kuroda_a,all,all
WOS:A1972L974400016,STUDY ON EQUILIBRIUM DIAGRAM BETWEEN LITHIUM POLYPHOSPHATE AND LEAD POLYPHOSPHATE,Comptes Rendus Hebdomadaires Des Seances De L Academie Des Sciences Serie C,Comptes Rendus Hebdomadaires...,1972,NA,"grenier_jc,mahama_i",all,all
WOS:A1983RA87500008,CHARACTERISTICS OF MAGNESIUM POLYPHOSPHATE CEMENTS DERIVED FROM AMMONIUM POLYPHOSPHATE SOLUTIONS,Cement and Concrete Research,Cement and Concrete...,1983,NA,"sugama_t,kukacka_le",all,all
WOS:000370424700003,Flow perfusion culture of MC3T3-E1 osteogenic cells on gradient calcium polyphosphate scaffolds with different pore sizes,Journal of Biomaterials Applications,Journal of Biomaterials...,2016,"calcium polyphosphate,gradient scaffold,perfusion flow bioreactor,f-18-fluorine micro-positron emission tomography","chen_liang,song_wei,markel_david_c,shi_tong,muzik_otto,matthew_howard,ren_weiping",all,all
WOS:000405613400016,Extracellular polyphosphate signals through Ras and Akt to prime Dictyostelium discoideum cells for development,Journal of Cell Science,Journal of Cell...,2017,"development,dictyostelium,proteasome,polyphosphate,ras,akt","suess_patrick_m,watson_jacob,chen_wensheng,gomer_richard_h",all,all
WOS:A1997WX36100009,Manipulation of independent synthesis and degradation of polyphosphate in Escherichia coli for investigation of phosphate secretion from the cell,Applied and Environmental Microbiology,Applied and Environmental...,1997,NA,"vandien_sj,keyhani_s,yang_c,keasling_jd",all,all
WOS:000381950500031,Degradation and hemostatic properties of polyphosphate coacervates,Acta Biomaterialia,Acta Biomaterialia,2016,"polyphosphate,coacervate,degradation,hemostasis","momeni_arash,filiaggi_mark_joseph",all,all
WOS:A1997YA69500005,Inhibition by polyphosphate of phytopathogenic polygalacturonases from Botrytis cinerea,Canadian Journal of Microbiology,Canadian Journal of...,1997,"polygalacturonase,polyphosphate,botrytis cinerea,streptomyces,p-31-nmr","mellerharel_y,argaman_a,benbashat_d,navon_g,aharonowitz_y,gutnick_d",all,all
WOS:000474809700003,Saccharomyces cerevisiae containing 28% polyphosphate and production of a polyphosphate-rich yeast extract thereof,Fems Yeast Research,Fems Yeast Research,2019,"polyphosphate,saccharomyces cerevisiae,yeast extract","christ_jonas_johannes,blank_lars_mathias",all,all
WOS:A1987G882300046,THE MECHANISM OF UTILIZATION OF POLYPHOSPHATE BY POLYPHOSPHATE GLUCOKINASE FROM PROPIONIBACTERIUM-SHERMANII,Journal of Biological Chemistry,Journal of Biological...,1987,NA,"pepin_ca,wood_hg",all,all
WOS:000335832500030,Polyphosphate suppresses complement via the terminal pathway,Blood,Blood,2014,NA,"wat_jovian_m,foley_jonathan_h,krisinger_michael_j,ocariza_linnette_mae,lei_victor,wasney_gregory_a,lameignere_emilie,strynadka_natalie_c,smith_stephanie_a,morrissey_james_h,conway_edward_m",all,all
WOS:A1996TU64100004,Phosphate glass as a phosphate source in high cell density Escherichia coli fermentations,Biotechnology Progress,Biotechnology Progress,1996,NA,"curless_c,baclaski_j,sachdev_r",all,all
WOS:000304788500063,Regulation of Polyphosphate Kinase Production by Antisense RNA in Pseudomonas fluorescens Pf0-1,Applied and Environmental Microbiology,Applied and Environmental...,2012,NA,"silby_mark_w,nicoll_julie_s,levy_stuart_b",all,all
WOS:000435129700007,Enhancement of calcification by osteoblasts cultured on hydroxyapatite surfaces with adsorbed inorganic polyphosphate,In Vitro Cellular and Developmental Biology-Animal,In Vitro Cellular...,2018,"inorganic polyphosphate,hydroxyapatite,adsorption,osteoblast,calcification,bone regeneration","kato_kan,morita_koji,hirata_isao,doi_kazuya,kubo_takayasu,kato_koichi,tsuga_kazuhiro",all,all
WOS:A1981LR09500029,POLYPHOSPHATE BINDING INTERACTIONS WITH BOVINE SERUM-ALBUMIN IN PROTEIN-POLYPHOSPHATE PRECIPITATES,Journal of Agricultural and Food Chemistry,Journal of Agricultural...,1981,NA,"vandegrift_v,evans_rr",all,all
WOS:000310548400013,Polyphosphate multi-tasks,Journal of Thrombosis and Haemostasis,Journal of Thrombosis...,2012,NA,morrissey_j_h,all,all
WOS:000313123900009,Inhibition of polyphosphate as a novel strategy for preventing thrombosis and inflammation,Blood,Blood,2012,NA,"smith_stephanie_a,choi_sharon_h,collins_julie_n_r,travers_richard_j,cooley_brian_c,morrissey_james_h",all,all
WOS:000304661200117,Polyphosphate elicits pro-inflammatory responses that are counteracted by activated protein C in both cellular and animal models,Journal of Thrombosis and Haemostasis,Journal of Thrombosis...,2012,"cell adhesion,coagulation,inflammation,permeability,polyphosphate,signal transduction","bae_j_-s,lee_w,rezaie_a_r",all,all
WOS:000239698100002,Polyphosphates obtained by gas-liquid technique,Materiale Plastice,Materiale Plastice,2006,"gas-liquid polycondensation,polyphosphate","iliescu_smaranda,ilia_gheorghe,popa_adriana,macarie_lavinia",all,all
WOS:000490360800013,Effect of Fe on inorganic polyphosphate level in autotrophic and heterotrophic cells of Rhodospirillum rubrum,Archives of Microbiology,Archives of Microbiology,2019,"rhodospirillum rubrum,polyphosphate,polyphosphatase,fe,autotrophic growth,heterotrophic growth","kulakovskaya_tatiana,zvonarev_anton,laurinavichius_kestutis,khokhlova_galina,vainshtein_mikhail",all,all
WOS:000229354900005,In vitro detection and characterisation of a polyphosphate synthesising activity in the yeast Candida humicola G-1,Research in Microbiology,Research in Microbiology,2005,"polyphosphate,yeast","mcgrath_jw,kulakova_an,kulakov_la,quinn_jp",all,all
WOS:000221279200006,Quantification of polyphosphate: different sensitivities to short-chain polyphosphate using enzymatic and colorimetric methods as revealed by ion chromatography,Analytical Biochemistry,Analytical Biochemistry,2004,"ion chromatography,polyphosphate,polyphosphate kinase,toluidine blue o","ohtomo_r,sekiguchi_y,mimura_t,saito_m,ezawa_t",all,all
WOS:000368724100027,"Intracellular accumulation of trehalose and glycogen in an extreme oligotroph, Rhodococcus erythropolis N9T-4",Bioscience Biotechnology and Biochemistry,Bioscience Biotechnology and...,2016,"trehalose,glycogen,oligotrophy,rhodococcus erythropolis n9t-4,polyphosphate kinase","yano_takanori,funamizu_yuhei,yoshida_nobuyuki",all,all
WOS:000310548400014,Polyphosphate binds to human von Willebrand factor in vivo and modulates its interaction with glycoprotein Ib,Journal of Thrombosis and Haemostasis,Journal of Thrombosis...,2012,"polyphosphate,von willebrand disease,von willebrand factor","montilla_m,hernandez-ruiz_l,garcia-cozar_f_j,alvarez-laderas_i,rodriguez-martorell_j,ruiz_f_a",all,all
WOS:A19668373500003,POLYPHOSPHATE ESTER AS A SYNTHETIC AGENT .V. FISCHER INDOLE SYNTHESIS WITH POLYPHOSPHATE ESTER,Chemical and Pharmaceutical Bulletin,Chemical and Pharmaceutical...,1966,NA,"kanaoka_y,ban_y,miyashitk,irie_k,yonemitso",all,all
WOS:000169108900022,Study on some novel biodegradable polyphosphate esters,Chinese Chemical Letters,Chinese Chemical Letters,1995,NA,"liu_lj,zhuo_rx,zhang_yz,shi_xy",all,all
WOS:000312119600007,Stability of sodium polyphosphate dispersants in mineral processing applications,Minerals Engineering,Minerals Engineering,2012,"polyphosphate,calgon,dispersion stability,suspension theology","farrokhpay_saeed,morris_gayle_e,britcher_leanne_g",all,all
WOS:000332701200005,The Acidocalcisome Vacuolar Transporter Chaperone 4 Catalyzes the Synthesis of Polyphosphate in Insect- stages of Trypanosoma brucei and T. cruzi,Journal of Eukaryotic Microbiology,Journal of Eukaryotic...,2014,"calcium,epimastigotes,procyclic forms","ulrich_paul_n,lander_noelia,kurup_samarchith_p,reiss_laura,brewer_jessica,soares_medeiros_lia_c,miranda_kildare,docampo_roberto",all,all
WOS:A1996WR36200004,Intracellular polyphosphate content and cadmium tolerance in Anacystis nidulans R2,Microbios,Microbios,1996,"polyphosphate,cadmium,cyanobacterium,toxicity,heavy metals,anacystis nidulans","keyhani_s,lopez_jl,clark_ds,keasling_jd",all,all
WOS:000387628400001,Non-enzymatic quantification of polyphosphate levels in platelet lysates and releasates,Journal of Pharmaceutical and Biomedical Analysis,Journal of Pharmaceutical...,2016,"platelets,polyphosphate,releasate,silica-extraction","schlagenhauf_axel,pohl_sina,haidl_harald,leschnik_bettina,gallistl_siegfried,muntean_wolfgang",all,all
WOS:000489307800010,Determination of individual chain length and chain-length distribution of polyphosphates in microalgae by P-31-DOSY-NMR,Algal Research-Biomass Biofuels and Bioproducts,Algal Research-Biomass Biofuels...,2019,"polyphosphate,algae,dosy-nmr","wang_liming,kuchendorf_christina,willbold_sabine",all,all
WOS:A1978FW67000018,SOLUTION BEHAVIOR OF POLYPHOSPHATE COMPOUNDS .1. MOLECULAR-WEIGHT AND INTRINSIC-VISCOSITY OF AMMONIUM POLYPHOSPHATE,Nippon Kagaku Kaishi,Nippon Kagaku Kaishi,1978,NA,"nakahara_h,kobayashi_e,hattori_s,kamata_t",all,all
WOS:A1997WV76600007,Changes in metabolism of inorganic polyphosphate in rat tissues and human cells during development and apoptosis,Biochimica et Biophysica Acta-General Subjects,Biochimica et Biophysica...,1997,"polyphosphate,exopolyphosphatase,aging,apoptosis,hl-60 cell,(rat brain),(rat liver)","lorenz_b,munkner_j,oliveira_mp,kuusksalu_a,leitao_jm,muller_weg,schroder_hc",all,all
WOS:A1992HQ84600007,SYNTHESIS AND DEGRADATION OF POLYPHOSPHATE IN THE FISSION YEAST SCHIZOSACCHAROMYCES-POMBE - MUTATIONS IN PHOSPHATASE GENES DO NOT AFFECT POLYPHOSPHATE METABOLISM,Fems Microbiology Letters,Fems Microbiology Letters,1992,"polyphosphate,phosphate starvation,phosphatase,schizosaccharomyces-pombe","muller_j,westenberg_b,boller_t,wiemken_a",all,all
WOS:A1996TT69000070,Genetic manipulation of polyphosphate metabolism affects cadmium tolerance in Escherichia coli,Applied and Environmental Microbiology,Applied and Environmental...,1996,NA,"keasling_jd,hupf_ga",all,all
WOS:000283833800030,Phosphoramidate End Labeling of Inorganic Polyphosphates: Facile Manipulation of Polyphosphate for Investigating and Modulating Its Biological Activities,Biochemistry,Biochemistry,2010,NA,"choi_sharon_h,collins_julie_n_r,smith_stephanie_a,davis-harrison_rebecca_l,rienstra_chad_m,morrissey_james_h",all,all
WOS:000299293900013,Unusual polyphosphate inclusions observed in a marine Beggiatoa strain,Antonie Van Leeuwenhoek International Journal of General and Molecular Microbiology,Antonie Van Leeuwenhoek...,2012,"beggiatoa,polyphosphate,acidocalcisome,confocal laser scanning microscopy","brock_joerg,rhiel_erhard,beutler_martin,salman_verena,schulz-vogt_heide_n",all,all
WOS:000167494100017,Differentiation of polyphosphate metabolism between the extra- and intraradical hyphae of arbuscular mycorrhizal fungi,New Phytologist,New Phytologist,2001,"acid phosphatase,arbuscular mycorrhizal fungi,exopolyphosphatase,neutral red,polyphosphate,acidic vacuole","ezawa_t,smith_se,smith_fa",all,all
WOS:000385284100001,Neutralizing blood-borne polyphosphate in vivo provides safe thromboprotection,Nature Communications,Nature Communications,2016,NA,"labberton_linda,kenne_ellinor,long_andy_t,nickel_katrin_f,di_gennaro_antonio,rigg_rachel_a,hernandez_james_s,butler_lynn,maas_coen,stavrou_evi_x,renne_thomas",all,all
WOS:000268138000045,Evaluation of Intracellular Polyphosphate Dynamics in Enhanced Biological Phosphorus Removal Process using Raman Microscopy,Environmental Science and Technology,Environmental Science and...,2009,NA,"majed_nehreen,matthaus_christian,diem_max,gu_april_z",all,all
WOS:000234938300014,Polyphosphate modulates blood coagulation and fibrinolysis,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the...,2006,"factor v,platelets,tissue factor pathway inhibitor,acidocalcisomes,dense granules","smith_sa,mutch_nj,baskar_d,rohloff_p,docampo_r,morrissey_jh",all,all
WOS:000419464400005,Transplantation of copper-doped calcium polyphosphate scaffolds combined with copper (II) preconditioned bone marrow mesenchymal stem cells for bone defect repair,Journal of Biomaterials Applications,Journal of Biomaterials...,2018,"calcium polyphosphate,copper,bone marrow mesenchymal stem cells,bone defect repair,hypoxia-inducible factor 1","li_yanhong,wang_jing,wang_yuliang,du_wenjia,wang_shuanke",all,all
WOS:000483089300001,Class III Polyphosphate Kinase 2 Enzymes Catalyze the Pyrophosphorylation of Adenosine-5 '-Monophosphate,Chembiochem,Chembiochem,2019,"enzymes,kinetics,polyphosphate kinase 2,phosphorylation,reaction mechanisms","ogawa_marin,uyeda_atsuko,harada_kazuo,sato_yu,kato_yasuhiko,watanabe_hajime,honda_kohsuke,matsuura_tomoaki",all,all
WOS:000368970300002,Rheology of polyphosphate coacervates,Journal of Rheology,Journal of Rheology,2016,NA,"momeni_arash,filiaggi_mark_joseph",all,all
WOS:A1976CR18400016,SPIN-LABELED METACHROMATIC DYES .2. INTERACTIONS OF SPIN-LABELED PROFLAVINE WITH POLYPHOSPHATE AND SOME DYE-POLYPHOSPHATE COMPLEXES,Chemistry Letters,Chemistry Letters,1976,NA,"yamaoka_k,noji_s",all,all
WOS:A1986C566100002,CELL-VOLUME OCCUPIED BY POLYPHOSPHATE BODIES DURING THE POLYPHOSPHATE OVERPLUS PHENOMENON IN PLECTONEMA-BORYANUM,Cytobios,Cytobios,1986,NA,"baxter_m,jensen_te",all,all
WOS:A1981MS35000017,THE SOLUTION BEHAVIOR OF POLYPHOSPHATE COMPOUNDS .2. MOLECULAR-WEIGHT AND INTRINSIC-VISCOSITY OF POTASSIUM POLYPHOSPHATE,Nippon Kagaku Kaishi,Nippon Kagaku Kaishi,1981,NA,"nakahara_h,kobayashi_e,hattori_s,kamata_t",all,all
WOS:000075396400012,Optimization of polyphosphate degradation and phosphate secretion using hybrid metabolic pathways and engineered host strains,Biotechnology and Bioengineering,Biotechnology and Bioengineering,1998,"polyphosphate,escherichia coli,phosphate starvation,phosphate secretion","van_dien_sj,keasling_jd",all,all
WOS:A1957WJ95500025,DETERMINATION OF NITRO COMPOUNDS WITH TITANIUM(III)-POLYPHOSPHATE SOLUTION - (APPLICATION OF POLYPHOSPHATE TO MASKING VOLUMETRIC ANALYSIS),Bulletin of the Chemical Society of Japan,Bulletin of the...,1957,NA,"suzuki_s,muramoto_y,ueno_m,sugano_t",all,all
WOS:000272030400004,Polyphosphate Accumulation in Escherichia coli in Response to Defects in DNA Metabolism,Journal of Bacteriology,Journal of Bacteriology,2009,NA,"amado_luciana,kuzminov_andrei",all,all
WOS:000087265300021,"Effect of electrical stimulation and polyphosphate marination on drip from early-harvested, individually quick-frozen chicken breast fillets",Poultry Science,Poultry Science,2000,"marination,chicken fillet,polyphosphate,electrical stimulation,drip","young_ll,buhr_rj",all,all
WOS:A1986A778300020,POLYPHOSPHATE KINASE FROM PROPIONIBACTERIUM-SHERMANII - DEMONSTRATION THAT THE SYNTHESIS AND UTILIZATION OF POLYPHOSPHATE IS BY A PROCESSIVE MECHANISM,Journal of Biological Chemistry,Journal of Biological...,1986,NA,"robinson_na,wood_hg",all,all
WOS:000262165500015,Characterizations of Denitrifying Polyphosphate-accumulating Bacterium Paracoccus sp Strain YKP-9,Journal of Microbiology and Biotechnology,Journal of Microbiology...,2008,"denitrifying polyphosphate-accumulating bacterium,pha synthesis,polyphosphate granule","lee_han_woong,park_yong_keun",all,all
WOS:000170808100006,Novel method for enzymatic synthesis of CMP-NeuAc,Bioscience Biotechnology and Biochemistry,Bioscience Biotechnology and...,2001,"cmp-neuac,haemophilus influenzae,inorganic polyphosphate,polyphosphate kinase,cmp kinase","ishige_k,hamamoto_t,shiba_t,noguchi_t",all,all
WOS:000284359400044,"Polyphosphate exerts differential effects on blood clotting, depending on polymer size",Blood,Blood,2010,NA,"smith_stephanie_a,choi_sharon_h,davis-harrison_rebecca,huyck_jillian,boettcher_john,reinstra_chad_m,morrissey_james_h",all,all
WOS:000360811300003,Microencapsulated ammonium polyphosphate and its application in the flame retardant polypropylene composites,Journal of Fire Sciences,Journal of Fire...,2015,"microencapsulated ammonium polyphosphate,polypropylene,thermal properties,flame retardancy","chen_man,tang_mengqi,qi_fei,chen_xiaolang,he_weidi",all,all
WOS:000307524100022,Myeloma cells contain high levels of inorganic polyphosphate which is associated with nucleolar transcription,Haematologica-The Hematology Journal,Haematologica-The Hematology Journal,2012,"polyphosphate,primary myeloma cells,b-cell populations,myeloma cell lines,nucleolus,nucleolar transcription,rna polymerase i","jimenez-nunez_maria_d,moreno-sanchez_david,hernandez-ruiz_laura,benitez-rondan_alicia,ramos-amaya_ana,rodriguez-bayona_beatriz,medina_francisco,antonio_brieva_jose,ruiz_felix_a",all,all
WOS:000170589700007,Polyphosphate interaction with aluminium-doped titania pigment particles,Colloids and Surfaces A-Physicochemical and Engineering Aspects,Colloids and Surfaces...,2001,"calgon(tm),dispersant,pigment,polyphosphate,titania","taylor_ml,morris_ge,smart_rsc",all,all
WOS:000228359500023,Preparation and in vivo studies of beta-TCP based bone cement containing polyphosphate,Bioceramics 17,Bioceramics 17,2005,"bone cement,calcium phosphate,calvarial defect,polyphosphates,beta-tcp","oh_ks,jeong_yk,yu_jp,chae_sk,kim_hy,lee_hy,jeun_ss",all,all
WOS:000074458800007,Synthesis of polyphosphate and polyphosphate ester having pendant amine salt groups,Reactive and Functional Polymers,Reactive and Functional...,1998,"cyclic phosphate,polyphosphate,polyphosphate ester,inorganic-organic copolymer,amine salt group,zwitterion polycondensation mechanism","wang_ch,iwami_d,takayama_t,nakamura_s",all,all
WOS:000384871900017,Intracellular Structure of the Unicellular Red Alga Cyanidioschyzon merolae in Response to Phosphate Depletion and Resupplementation,Cytologia,Cytologia,2016,"cyanidioschyzon merolae,vacuole,polyphosphate,phosphate depletion,polyphosphate metabolism","yagisawa_fumi,kuroiwa_haruko,fujiwara_takayuki,kuroiwa_tsuneyoshi",all,all
WOS:000472682000022,Polyphosphate Chain Length Determination in the Range of Two to Several Hundred P-Subunits with a New Enzyme Assay and P-31 NMR,Analytical Chemistry,Analytical Chemistry,2019,NA,"christ_jonas_johannes,willbold_sabine,blank_lars_mathias",all,all
WOS:A1987G882300045,POLYPHOSPHATE KINASE FROM PROPIONIBACTERIUM-SHERMANII - DEMONSTRATION THAT POLYPHOSPHATES ARE PRIMERS AND DETERMINATION OF THE SIZE OF THE SYNTHESIZED POLYPHOSPHATE,Journal of Biological Chemistry,Journal of Biological...,1987,NA,"robinson_na,clark_je,wood_hg",all,all
WOS:000174936500001,Lead-polyphosphate complexes,Canadian Metallurgical Quarterly,Canadian Metallurgical Quarterly,2002,NA,"rashchi_f,finch_ja",all,all
WOS:000072158500016,Engineering polyphosphate metabolism in Escherichia coli: Implications for bioremediation of inorganic contaminants,Biotechnology and Bioengineering,Biotechnology and Bioengineering,1998,"polyphosphate metabolism,metabolic engineering,escherichia coli,bioremediation","keasling_jd,van_dien_sj,pramanik_j",all,all
WOS:000287826800010,Stimulation of phosphate uptake and polyphosphate accumulation by activated sludge microorganisms in response to sulfite addition,Water Science and Technology,Water Science and...,2011,"biological phosphate removal,polyphosphate accumulation,sulfite","lai_m_w-y,kulakova_a_n,quinn_j_p,mcgrath_j_w",all,all
WOS:A1984SZ55900003,POLYPHOSPHATE KINASE FROM PROPIONIBACTERIUM-SHERMANII - FORMATION OF AN ENZYMATICALLY ACTIVE INSOLUBLE COMPLEX WITH BASIC-PROTEINS AND CHARACTERIZATION OF SYNTHESIZED POLYPHOSPHATE,Biochemistry International,Biochemistry International,1984,NA,"robinson_na,goss_nh,wood_hg",all,all
