uid,title,journal_fix,journal_short,year_fix,keywords_fix,authors_fix
WOS:000088842000003,Polyphosphates: A review their chemistry and application with particular reference to mineral processing,Minerals Engineering,Minerals Engineering,2000,flotation reagents,"rashchi_f,finch_ja"
WOS:000088847400012,Influence of heavy metals on production and activity of pectinolytic enzymes in ericoid mycorrhizal fungi,Mycological Research,Mycological Research,2000,NA,"martino_e,coisson_jd,lacourt_i,favaron_f,bonfante_p,perotto_s"
WOS:000089610900007,Seasonal variations of symbiotic ultrastructure and relationships of two natural ectomycorrhizae of beech (Fagus sylvatica/Lactarius blennius var. viridis and Fagus sylvatica/Lactarius subdulcis),Trees-Structure and Function,Trees-Structure and Function,2000,"fagus,lactarius sp.,granules,acid phosphatase activity,seasonal changes","genet_p,prevost_a,pargney_jc"
WOS:000168678400003,Response of spring wheat to phosphorus and sulphur starter fertilizers of differing acidification potential,Journal of Agricultural Science,Journal of Agricultural...,2001,NA,"goos_rj,johnson_be"
WOS:000169201600001,Time-course of heavy metal uptake in maize and clover as affected by root density and different mycorrhizal inoculation regimes,Biology and Fertility of Soils,Biology and Fertility...,2001,"arbuscular mycorrhiza,biological barrier,cadmium,heavy metals,metal exclusion","joner_ej,leyval_c"
WOS:000170086500016,Nutrient transfer in arbuscular mycorrhizas: how are fungal and plant processes integrated?,Australian Journal of Plant Physiology,Australian Journal of...,2001,"membrane transporters,phosphorus,sugars","smith_se,dickson_s,smith_fa"
WOS:000173262400027,Luxury uptake of phosphorus by sediment bacteria,Water Research,Water Research,2002,"phosphorus,sediment,abiotic uptake,acetate,biotic uptake,glucose,poly-p bacteria,p-11-nmr,tem","khoshmanesh_a,hart_bt,duncan_a,beckett_r"
WOS:000176505200003,Bioabsorbable soy protein plastic composites: Effect of polyphosphate fillers on biodegradability,Journal of Polymers and the Environment,Journal of Polymers...,2001,"biodegradable plastic composites,soy protein plastic,bioabsorbable polyphosphate fillers,soil degradation","tkaczyk_ah,otaigbe_ju,ho_klg"
WOS:000178004800009,Different high affinity phosphate uptake systems of ectomycorrhizal Tricholoma species in relation to substrate specificity,Journal of Applied Botany-Angewandte Botanik,Journal of Applied...,2002,NA,"kothe_e,muller_d,krause_k"
WOS:000178644900003,Purification and characterization of secreted acid phosphatase in phosphorus-deficient Arabidopsis thaliana,Physiologia Plantarum,Physiologia Plantarum,2002,NA,coello_p
WOS:000179329400010,Phosphorus effects on metabolic processes in monoxenic arbuscular mycorrhiza cultures,Plant Physiology,Plant Physiology,2002,NA,"olsson_pa,van_aarle_im,allaway_wg,ashford_ae,rouhier_h"
WOS:000180940600008,Field verification of the Barber-Cushman mechanistic phosphorus uptake model for maize,Journal of Plant Nutrition,Journal of Plant...,2003,"phosphorus fertilizer,mechanistic nutrient uptake model,nutrient uptake,maize","macariola-see_n,woodard_hj,schumacher_t"
WOS:000181461900014,Phosphorus-31 nuclear magnetic resonance spectral assignments of phosphorus compounds in soil NaOH-EDTA extracts,Soil Science Society of America Journal,Soil Science Society...,2003,NA,"turner_bl,mahieu_n,condron_lm"
WOS:000182728900013,Identification of phosphorus species in extracts of soils with contrasting management histories,Communications in Soil Science and Plant Analysis,Communications in Soil...,2003,NA,mcdowell_rw
WOS:000183015600015,Evaluation of starter fertilizers for corn on soils testing high for phosphorus,Communications in Soil Science and Plant Analysis,Communications in Soil...,2003,"maize,corn,starter fertilizer,ammonium,ammonium sulfate,urea-ammonium nitrate,uan,fluid fertilizer,ammonium polyphosphate","roth_gw,beegle_db,antle_me"
WOS:000183605400005,The effects of compost and crop rotations on carbon turnover and the particulate organic matter fraction,Soil Science,Soil Science,2003,"compost,rotation,pom,c-13 natural abundance,c-4-c,turnover time,soc","fortuna_a,harwood_rr,paul_ea"
WOS:000185773700013,"Effects of poly- and orthophosphates on the dynamics of manganese, zinc, and copper in plant and soil material of varied pH",Communications in Soil Science and Plant Analysis,Communications in Soil...,2003,"potassium polyphosphate [(kpo3)(n)],potassium dihydrogen phosphate (kh2po4),dynamics of manganese,zinc,and copper,soil,plants,fertilizers,varied ph,dose of pk","huszcza-ciolkowska_g,zawartka_l"
WOS:000185785600028,Preparation and analysis of cyclotri- and cyclotetraphosphate and their hydrolysis products in soil,Journal of Agricultural and Food Chemistry,Journal of Agricultural...,2003,"cyclophosphates,ion chromatogrphy,hydrolysis,p sorption","hossner_lr,trostle_cl,shahandeh_h"
WOS:000186322000016,"Location and quantification of phosphorus and other elements in fully hydrated, soil-grown arbuscular mycorrhizas: a cryo-analytical scanning electron microscopy study",New Phytologist,New Phytologist,2003,"arbuscular mycorrhizal fungi (amf),cryo-scanning electron microscopy,root intercellular spaces,root cell vacuoles,potassium,calcium,magnesium,phosphorus,host defence response,x-ray microanalysis","ryan_mh,mccully_me,huang_cx"
WOS:000189304200005,"Resistance to, and accumulation of, uranium by bacteria from a uranium-contaminated site",Geomicrobiology Journal,Geomicrobiology Journal,2004,"arthrobacter,bacteria,deinococcus radiodurans,poly phosphate granules,resistance,toxicity,uranium,uranyl phosphates","suzuki_y,banfield_jf"
WOS:000203019100018,Crop response to a novel bio-release Zn fertilizer in diverse agro-climatic zones of India,Tropical Agriculture,Tropical Agriculture,2005,"field trial,india,micronutrient,phosphate polymer,slow-release,zinc fertilizer","saikh_hasmot,chandra_partha_k,varadachari_chandrika,ghosh_kunal"
WOS:000209192600001,Biosynthesis of storage compounds by Rhodococcus jostii RHA1 and global identification of genes involved in their metabolism,Bmc Genomics,Bmc Genomics,2008,NA,"hernandez_martn_a,mohn_william_w,martinez_eliana,rost_enrique,alvarez_adrian_f,alvarez_hector_m"
WOS:000220040700042,Mobility and lability of phosphorus from granular and fluid monoammonium phosphate differs in a calcareous soil,Soil Science Society of America Journal,Soil Science Society...,2004,NA,"lombi_e,mclaughlin_mj,johnston_c,armstrong_rd,holloway_re"
WOS:000220840700009,"Phosphorus compounds in subarctic Fennoscandian soils at the mountain birch, (Betula pubescens) - tundra ecotone",Soil Biology and Biochemistry,Soil Biology and...,2004,"arctic soils,organic phosphorus,orthophosphate monoesters,orthophosphate diesters,phosphonate,polyphosphate,solution p-31 nmr spectroscopy,tundra","turner_bl,baxter_r,mahieu_n,sjogersten_s,whitton_ba"
WOS:000222854300002,Possible involvement of hyphal phosphatase in phosphate efflux from intraradical hyphae isolated from mycorrhizal roots colonized by Gigaspora margarita,Mycological Research,Mycological Research,2004,NA,"kojima_t,saito_m"
WOS:000223987000026,Effects of aeration on water quality from septic system leachfields,Journal of Environmental Quality,Journal of Environmental...,2004,NA,"potts_da,gorres_jh,nicosia_el,amador_ja"
WOS:000226338900002,Can P-31 NMR spectroscopy be used to indicate the origins of soil organic phosphates?,Soil Biology and Biochemistry,Soil Biology and...,2005,"soil organic p,p-31 nmr spectroscopy,microbial p,plant p,diester phosphates,monoester phosphates","makarov_mi,haumaier_l,zech_w,marfenina_oe,lysak_lv"
WOS:000228066900008,"Microscopic examination of chitosan-polyphosphate beads with entrapped spores of the biocontrol agent, Streptomyces melanosporofaciens EF-76",Microscopy and Microanalysis,Microscopy and Microanalysis,2005,"streptomyces melanosporofaciens,spores,biopolymer,chitosan,entrapment,complex coacervation,ionotropic gelation,biocontrol","jobin_g,grondin_g,couture_g,beaulieu_c"
WOS:000228067800010,Responsiveness of wheat (Triticum aestivum) to liquid and granular phosphorus fertilisers in southern Australian soils,Australian Journal of Soil Research,Australian Journal of...,2005,"liquid fertilisers,fluid fertilisers,phosphorus,alkaline soils,wheat","mcbeath_tm,armstrong_rd,lombi_e,mclaughlin_mj,holloway_re"
WOS:000230044800008,Hydrolysis rates of inorganic polyphosphates in aqueous solution as well as in soils and effects on P availability,Journal of Plant Nutrition and Soil Science,Journal of Plant...,2005,"condensed phosphates,orthophosphate,p availability,phosphorus sources,polyphosphate,polyphosphate hydrolysis","torres-dorante_lo,claasen_n,steingrobe_b,olfs_hw"
WOS:000230218500001,Phosphorus availability to barley from manures and fertilizers on a calcareous soil,Soil Science,Soil Science,2005,"phosphorus,manure,plant availability,c : p ratio,microbial p,calcareous soil","leytem_ab,westermann_dt"
WOS:000230396900004,"Mobility, solubility and lability of fluid and granular forms of P fertiliser in calcareous and non-calcareous soils under laboratory conditions",Plant and Soil,Plant and Soil,2005,"phosphorus,fluid and granular fertiliser,alkaline and calcareous soil","lombi_e,mclaughlin_mj,johnston_c,armstrong_rd,holloway_re"
WOS:000230812300005,Reaction of phosphate compounds with a high-sllica allophane,Clays and Clay Minerals,Clays and Clay...,2005,"allophane,phosphate-loading,sorption properties,structure change","okada_k,nishimuta_k,kameshima_y,nakajima_a,mackenzie_kjd"
WOS:000230859900016,Streptomycete spores entrapped in chitosan beads as a novel biocontrol tool against common scab of potato,Applied Microbiology and Biotechnology,Applied Microbiology and...,2005,NA,"jobin_g,couture_gv,goyer_c,brzezinski_r,beaulieu_c"
WOS:000233235100008,Expression profiles of a phosphate transporter gene (GmosPT) from the endomycorrhizal fungus Glomus mosseae,Mycorrhiza,Mycorrhiza,2005,"am fungi,phosphate transporters,glomus mosseae,symbiosis","benedetto_a,magurno_f,bonfante_p,lanfranco_l"
WOS:000235658700023,Depth-related distribution of bacterial community in sediments of eutrophic Guanting reservoir,Science in China Series D-Earth Sciences,Science in China...,2005,"guanting reservoir,sediment,bacterial community,16s rdna,eutrophication","qu_jh,yuan_hl,huang_hz,wang_et"
WOS:000236738500016,Nutritional deprivation increases intracellular phosphate and polyphosphate in poultry litter microflora,Letters in Applied Microbiology,Letters in Applied...,2006,"microflora,nutritional stress,phosphate,polyphosphate,poultry litter","doerner_kc,mason_bp"
WOS:000237344500018,Hydrolysis of pyrophosphate in a highly calcareous soil: A solid-state phosphorus-31 NMR study,Soil Science Society of America Journal,Soil Science Society...,2006,NA,"mcbeath_tm,smernik_rj,lombi_e,mclaughlin_mj"
WOS:000237525500038,Overestimation of organic phosphorus in wetland soils by alkaline extraction and molybdate colorimetry,Environmental Science and Technology,Environmental Science and...,2006,NA,"turner_bl,newman_s,reddy_kr"
WOS:000238677300004,Influence of residual and fresh subsurface phosphorus fertilizer bands on soil phosphorus profile distribution and maize growth and shoot phosphorus uptake,Journal of Plant Nutrition,Journal of Plant...,2006,"fertilizer bands,soil sampling,soil test,phosphorus management,fertilizer phosphorus,maize","macariola-see_nora,woodard_howard_j"
WOS:000238920200009,Comparative analysis of soluble phosphate amendments for the remediation of heavy metal contaminants: Effect on sediment hydraulic conductivity,Environmental Chemistry,Environmental Chemistry,2006,"geochemistry,hydraulic conductivity,sediments,water treatment,xmt [x-ray microtomography]","wellman_dawn_m,icenhower_jonathan_p,owen_antoinette_t"
WOS:000239287100004,Alfalfa yield and soil phosphorus increased with topdressed granular compared with fluid phosphorus fertilizer,Agronomy Journal,Agronomy Journal,2006,NA,"ottman_michael_j,thompson_thomas_l,doerge_thomas_a"
WOS:000239859900006,Fertilizer-use efficiency of different inorganic polyphosphate sources: effects on soil P availability and plant P acquisition during early growth of corn,Journal of Plant Nutrition and Soil Science,Journal of Plant...,2006,"fertilizer-use efficiency,orthophosphate,p acquisition,phosphorus,polyphosphates,zea mays l.","torres-dorante_luis_omar,claassen_norbert,steingrobe_bernd,olfs_hans-werner"
WOS:000240415300007,Effectiveness of vegetative filter strips in attenuating nutrient and sediment runoff from irrigated pastures,Journal of Agricultural Science,Journal of Agricultural...,2006,NA,"hay_v,pittroff_w,tooman_e_e,meyer_d"
WOS:000242007100004,Saprotrophic fungi transform organic phosphorus from spruce needle litter,Soil Biology and Biochemistry,Soil Biology and...,2006,"p-31 nmr,decomposition,organic phosphorus,polyphosphates,phosphonates,picea abies,setulipes androsaceus","koukol_ondrej,novak_frantisek,hrabal_richard,vosatka_miroslav"
WOS:000242170300004,Effects of external phosphate concentration on glucose-6-phosphate dehydrogenase gene expression in the arbuscular mycorrhizal fungus Glomus intraradices,Canadian Journal of Microbiology,Canadian Journal of...,2006,"arbuscular mycorrhizal fungi,phosphorus,nutrient uptake,glucose-6-phosphate dehydrogenase,gene expression","stewart_l_i,jabaji-hare_s,driscoll_b_t"
WOS:000242431100035,Short- and medium-term effects of three fire fighting chemicals on the properties of a burnt soil,Science of the Total Environment,Science of the...,2006,"available nutrients,burnt soil,fire fighting chemicals,flame retardants,delta 15n,prescribed fire,wildfire","couto-vazquez_a,gonzalez-prieto_s_j"
WOS:000243146400003,Accumulation of mercury in transgenic tobacco expressing bacterial polyphosphate,Biological and Pharmaceutical Bulletin,Biological and Pharmaceutical...,2006,"mercury accumulation,polyphosphate,transgenic tobacco,ppk,mercury resistance,phytoremediation","nagata_takeshi,ishikawa_chihiro,kiyono_masako,pan-hou_hidemitsu"
WOS:000243461200015,Diversity and adaptation of soil fungi in an ecosystem with contamination originating from a phosphate fertilizer plant,Journal of Applied Botany and Food Quality-Angewandte Botanik,Journal of Applied...,2006,NA,"terpitz_ulrich,kothe_erika"
WOS:000245168000035,"Deefgea rivuli gen. nov., sp nov., a member of the class Betaproteobacteria",International Journal of Systematic and Evolutionary Microbiology,International Journal of...,2007,NA,"stackebrandt_erko,lang_elke,cousin_sylvie,paeuker_orsola,brambilla_evelyne,kroppenstedt_reiner,luensdorf_heinrich"
WOS:000245760300023,Development of a novel slow-releasing iron-manganese fertilizer compound,Industrial and Engineering Chemistry Research,Industrial and Engineering...,2007,NA,"bhattacharya_ishita,bandyopadhyay_siladitya,varadachari_chandrika,ghosh_kunal"
WOS:000247571100001,"Pyrophosphate and orthophosphate addition to soils: sorption, cation concentrations, and dissolved organic carbon",Australian Journal of Soil Research,Australian Journal of...,2007,"phosphorus,partitioning,polyphosphate,ion chromatography,calcarosol","mcbeath_t_m,lombi_e,mclaughlin_m_j,buenemann_e_k"
WOS:000247607300010,"Polyphosphate-fertilizer solution stability with time, temperature, and pH",Journal of Plant Nutrition and Soil Science,Journal of Plant...,2007,"fertilizer-solution stability,hydrolysis,ion chromatography,orthophosphate,polyphosphate,pyrophosphate,tripolyphosphate","mcbeath_therese_m,lombi_enzo,mclaughlin_michael_j,buenemann_else_k"
WOS:000249693500008,Predicting the response of wheat (Triticum aestivum L.) to liquid and granular phosphorus fertilisers in Australian soils,Australian Journal of Soil Research,Australian Journal of...,2007,fluid fertilisers,"mcbeath_t_m,mclaughlin_m_j,armstrong_r_d,bell_m,bolland_m_d_a,conyers_m_k,holloway_r_e,mason_s_d"
WOS:000250553500006,Banksia species (Proteaceae) from severely phosphorus-impoverished soils exhibit extreme efficiency in the use and re-mobilization of phosphorus,Plant Cell and Environment,Plant Cell and...,2007,"banksia,nutrient,phosphorus,photosynthesis,p-use efficiency,re-mobilization,translocation","denton_matthew_d,veneklaas_erik_j,freimoser_florian_m,lambers_hans"
WOS:000250713700013,Polyphosphate speciation for soil and fertilizer analysis,Communications in Soil Science and Plant Analysis,Communications in Soil...,2007,"colorimetry,fertilizer,ion chromatography,orthophosphate,phosphorus,polyphosphate,pyrophosphate,tripolyphosphate,speciation","mcbeath_t_m,lombi_e,mclaughlin_m_j,buenemann_e_k"
WOS:000251600300002,Efficacy of soluble sodium tripolyphosphate amendments for the in-situ immobilisation of uranium,Environmental Chemistry,Environmental Chemistry,2007,"contaminant fate,phosphate,remediation,sediment,uranium,water treatment","wellman_dawn_m,pierce_eric_m,valenta_michelle_m"
WOS:000254098000009,Microbial synthesis of organic and condensed forms of phosphorus in acid and calcareous soils,Soil Biology and Biochemistry,Soil Biology and...,2008,"bacteria,fame analysis,fungi,microorganisms,organic phosphorus,pyrophosphate,solution p-31 nmr spectroscopy","buenemann_e_k,smernik_r_j,marschner_p,mcneill_a_m"
WOS:000254115500003,Naturally occurring arbuscular mycorrhizal fungi can replace direct P uptake by wheat when roots cannot access added P fertiliser,Functional Plant Biology,Functional Plant Biology,2008,"calcareous soils,fluid p,grain yield,granular p,mycorrhizal responses","li_huiying,smith_sally_e,ophel-keller_kathy,holloway_robert_e,smith_f_andrew"
WOS:000254649300052,Controlled precipitation of sparingly soluble phosphate salts using enzymes. I. Controlled development of solution supersaturation in situ,Crystal Growth and Design,Crystal Growth and...,2008,NA,"lioliou_maria_g,kofina_aikaterini_n,paraskeva_christakis_a,klepetsanis_pavlos_g,ostvold_terje,payatakes_alkiviades_c,koutsoukos_petros_g"
WOS:000256245900226,"Annual bloom-time phosphorus fertigation affects soil phosphorus, apple tree phosphorus nutrition, yield, and fruit quality",Hortscience,Hortscience,2008,"antioxidant content,browning,leaf and fruit p,water core","neilsen_gerry_h,neilsen_denise,toivonen_peter,herbert_linda"
WOS:000256460400028,"Complete genome sequence of Nitrosospira multiformis, an ammonia-oxidizing bacterium from the soil environment",Applied and Environmental Microbiology,Applied and Environmental...,2008,NA,"norton_jeanette_m,klotz_martin_g,stein_lisa_y,arp_daniel_j,bottomley_peter_j,chain_patrick_s_g,hauser_loren_j,land_miriam_l,larimer_frank_w,shin_maria_w,starkenburg_shawn_r"
WOS:000257446900025,"Phosphorus availability influences elemental uptake in the mycorrhizal fungus Glomus intraradices, as revealed by particle-induced X-ray emission analysis",Applied and Environmental Microbiology,Applied and Environmental...,2008,NA,"olsson_pal_axel,hammer_edith_c,wallander_hakan,pallon_jan"
WOS:000257616100042,Forms of phosphorus in bacteria and fungi isolated from two Australian soils,Soil Biology and Biochemistry,Soil Biology and...,2008,"bacteria,fungi,organic phosphorus,p-31 solution nmr,spectral deconvolution","buenemann_e_k,smernik_r_j,doolette_a_l,marschner_p,stonor_r,wakelin_s_a,mcneill_a_m"
WOS:000258732500011,TEM evidence for intracellular accumulation of lead by bacteria in subsurface environments,Chemical Geology,Chemical Geology,2008,"aerosol,colloids,polyphosphate,soil,bacterial transport,pb","perdrial_nicolas,liewig_nicole,delphin_jean-emmanuel,elsass_francoise"
WOS:000259417800019,"Isotopic exchangeability, hydrolysis and mobilization reactions of pyrophosphate in soil",Soil Science Society of America Journal,Soil Science Society...,2008,NA,"mcbeath_t_m,lombi_e,mclaughlin_m_j,buenemann_e_k"
WOS:000260102500046,Accumulation and Localization of Cesium in Edible Mushroom (Pleurotus ostreatus) Mycelia,Journal of Agricultural and Food Chemistry,Journal of Agricultural...,2008,"accumulation,localization,cesium,potassium,mushroom,mycelium,pleurotus ostreatus","sugiyama_hideo,takahashi_mitsuko_n,terada_hiroshi,kuwahara_chikako,maeda_chika,anzai_yojiro,kato_fumio"
WOS:000261286500007,Organic amendment addition enhances phosphate fertiliser uptake and wheat growth in an acid soil,Australian Journal of Soil Research,Australian Journal of...,2008,"acid soil,compost,fertiliser,glasshouse experiment,lignite,phosphorus","schefe_c_r,patti_a_f,clune_t_s,jackson_w_r"
WOS:000261579500021,Exchangeability of orthophosphate and pyrophosphate in soils: a double isotopic labelling study,Plant and Soil,Plant and Soil,2009,"fertilisers,lability,polyphosphate,calcareous soils","mcbeath_t_m,lombi_e,mclaughlin_m_j,buenemann_e_k"
WOS:000261877900030,Short- and medium-term effects of fire and fire-fighting chemicals on soil micronutrient availability,Science of the Total Environment,Science of the...,2008,"available micronutrients,burnt soil,fire-fighting chemicals,prescribed fire,wildfire","garcia-marco_s,gonzalez-prieto_s"
WOS:000263481000012,Phosphorus Speciation and Sorption-Desorption Characteristics in Heavily Manured Soils,Soil Science Society of America Journal,Soil Science Society...,2009,NA,"dou_zhengxia,ramberg_c_f,toth_j_d,wang_y,sharpley_a_n,boyd_s_e,chen_c_r,williams_d,xu_z_h"
WOS:000264089300004,Phosphorus Source and Surface Fluid Band Spacing Effects on Irrigated Alfalfa,Soil Science Society of America Journal,Soil Science Society...,2009,NA,"koenig_richard,winward_dean,reid_chad,barnhill_james,pace_mike,heaton_kevin"
WOS:000264277600006,Possible role of ectomycorrhizal fungi in cycling of aluminium in podzols,Soil Biology and Biochemistry,Soil Biology and...,2009,"gallium,aluminium,biogeochemistry,ectomycorrhiza,podzol,paxillus involutus","smits_mark_m,hoffland_ellis"
WOS:000265040700010,The nucleotidase/phosphatase SAL1 is a negative regulator of drought tolerance in Arabidopsis,Plant Journal,Plant Journal,2009,"drought,water use efficiency,sal1,arabidopsis,signal transduction,phosphoinositides (pi)","wilson_pip_b,estavillo_gonzalo_m,field_katie_j,pornsiriwong_wannarat,carroll_adam_j,howell_katharine_a,woo_nick_s,lake_janice_a,smith_steven_m,millar_a_harvey,von_caemmerer_susanne,pogson_barry_j"
WOS:000266782300006,Requirement of Polyphosphate by Pseudomonas fluorescens Pf0-1 for Competitive Fitness and Heat Tolerance in Laboratory Media and Sterile Soil,Applied and Environmental Microbiology,Applied and Environmental...,2009,NA,"silby_mark_w,nicoll_julie_s,levy_stuart_b"
WOS:000267090500008,Calcium-binding capacity of organic and inorganic ortho- and polyphosphates,Dairy Science and Technology,Dairy Science and...,2009,"orthophosphate,polyphosphate,organic phosphate,inorganic phosphate,calcium","de_kort_esther,minor_marcel,snoeren_thom,van_hooijdonk_toon,van_der_linden_erik"
WOS:000271272900013,Controlled Precipitation of Sparingly Soluble Phosphate Salts Using Enzymes. II. Precipitation of Struvite,Crystal Growth and Design,Crystal Growth and...,2009,NA,"kofina_aikaterini_n,lioliou_maria_g,paraskeva_christakis_a,klepetsanis_pavlos_g,ostvold_terje,koutsoukos_petros_g"
WOS:000271526800012,ATP-Dependent but Proton Gradient-Independent Polyphosphate-Synthesizing Activity in Extraradical Hyphae of an Arbuscular Mycorrhizal Fungus,Applied and Environmental Microbiology,Applied and Environmental...,2009,NA,"tani_chiharu,ohtomo_ryo,osaki_mitsuru,kuga_yukari,ezawa_tatsuhiro"
WOS:000274769500058,A new slow-releasing iron fertilizer,Chemical Engineering Journal,Chemical Engineering Journal,2009,"micronutrient,iron,polyphosphate,slow-release,water insoluble,xrd","chandra_partha_k,ghosh_kunal,varadachari_chandrika"
WOS:000279209000002,MONOPOTASSIUM PHOSPHATE AS AN IN-SEASON FERTIGATION OPTION FOR POTATO,Journal of Plant Nutrition,Journal of Plant...,2010,"monopotassium phosphate,mkp,nitrogen,phosphorus,potassium,general plant nutrition,potato,solanum tuberosum,fertigation,fertilizers","hopkins_bryan_g,ellsworth_jason_w,shiffler_amanda_k,cook_aaron_g,bowen_thomas_r"
WOS:000285070800016,Response of soil microbial communities to fire and fire-fighting chemicals,Science of the Total Environment,Science of the...,2010,"fires,fire-fighting chemicals,microbial activity,plfa pattern","barreiro_a,martin_a,carballas_t,diaz-ravina_m"
WOS:000287339100008,Characteristics of cesium accumulation in the filamentous soil bacterium Streptomyces sp K202,Journal of Environmental Radioactivity,Journal of Environmental...,2011,"cesium,accumulation,filamentous soil bacteria,localization,potassium,polyphosphate","kuwahara_chikako,fukumoto_atsushi,nishina_masami,sugiyama_hideo,anzai_yojiro,kato_fumio"
WOS:000287750100019,Soil organic phosphorus in lowland tropical rain forests,Biogeochemistry,Biogeochemistry,2011,"dna,inositol phosphate,lowland tropical forest,panama,phosphate diesters,phosphate monoesters,soil organic phosphorus,solution p-31 nmr spectroscopy","turner_benjamin_l,engelbrecht_bettina_m_j"
WOS:000288455300034,Functionally diverse rhizobacteria of Saccharum munja (a native wild grass) colonizing abandoned morrum mine in Aravalli hills (Delhi),Plant and Soil,Plant and Soil,2011,"abandoned mine,functional diversity,plant growth promoting rhizobacteria,saccharum munja,ecological restoration,bacillus","sharma_meenakshi,mishra_vandana,rau_nupur,sharma_radhey_shyam"
WOS:000289297100005,Tit for tat? A mycorrhizal fungus accumulates phosphorus under low plant carbon availability,Fems Microbiology Ecology,Fems Microbiology Ecology,2011,"arbuscular mycorrhiza (am),symbiotic c-p exchange,nutrient accumulation,phosphorus,carbon limitation","hammer_edith_c,pallon_jan,wallander_hakan,olsson_pal_axel"
WOS:000293087500007,Evidence for multiple modes of uranium immobilization by an anaerobic bacterium,Geochimica et Cosmochimica Acta,Geochimica et Cosmochimica...,2011,NA,"ray_allison_e,bargar_john_r,sivaswamy_vaideeswaran,dohnalkova_alice_c,fujita_yoshiko,peyton_brent_m,magnuson_timothy_s"
WOS:000296200700005,Long-term effects of fire and three firefighting chemicals on a soil-plant system,International Journal of Wildland Fire,International Journal of...,2011,"delta(15)n,flame retardants,macronutrients,micronutrients,shrubs,trees","couto-vazquez_a,garcia-marco_s,gonzalez-prieto_s_j"
WOS:000297991100002,Cretaceous black shale: a window into microbial life adaptation,Terra Nova,Terra Nova,2011,NA,"pacton_muriel,schmid_thomas,gorin_georges,massault_marc,stadler_johannes"
WOS:000298260400010,"The spatial distribution of acid phosphatase activity in ectomycorrhizal tissues depends on soil fertility and morphotype, and relates to host plant phosphorus uptake",Plant Cell and Environment,Plant Cell and...,2012,"nothofagus obliqua,confocal laser scanning microscopy,digital image processing,ectomycorrhiza,enzyme-labelled fluorescence (elf-97)","alvarez_maricel,huygens_dries,diaz_leila_milena,villanueva_claudia_anazco,heyser_wolfgang,boeckx_pascal"
WOS:000304278100009,Organic and Inorganic Blended Materials for Use as Pop-Up Fertilizer for Cotton Seedlings,Communications in Soil Science and Plant Analysis,Communications in Soil...,2012,"ammonium orthophosphate,organic extract,stand establishment","matochaand_j_e,coker_d_l"
